p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
【顺丰配送】樱花（CHEBLO）正1.5匹 空调 变频 冷暖 壁挂式（纯铜管）空调挂机 KFRd-35GW/YHBP-IR,CHEBLO樱花创野专卖店,12020495993,3699.00,2299.00,10,86,10,0,2,,CHEBLO 【顺丰配送】樱花（CHEBLO）正1.5匹 空调 变频 冷暖 壁挂式（纯铜管）空调挂机 KFRd-35GW/YHBP-IR 12020495993 CHEBLO樱花创野专卖店 15.0kg 中国大陆 KFRd-35GW/YHBP-IR 变频 冷暖空调 静音空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,樱花,变频,【顺丰配送】樱花（CHEBLO）正1.5匹 空调 变频 冷暖 壁挂式（纯铜管）空调挂机 KFRd-35GW/YHBP-IR,1.5匹,京东
【德邦配送】樱花 CHEBLO 正1.5匹变频冷暖挂机式机 家用变频冷暖空调静音（纯铜管） KFRD-35GW/YHBP-IR,cheblo空调旗舰店,11318249593,4360.00,2259.00,10,94,10,0,1,品质有保障,CHEBLO 【德邦配送】樱花 CHEBLO 正1.5匹变频冷暖挂机式机 家用变频冷暖空调静音（纯铜管） KFRD-35GW/YHBP-IR 11318249593 cheblo空调旗舰店 10.0kg KFRd-35GW/YH-TA 变频 冷暖空调 变频空调，静音空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,樱花,变频,【德邦配送】樱花 CHEBLO 正1.5匹变频冷暖挂机式机 家用变频冷暖空调静音（纯铜管） KFRD-35GW/YHBP-IR,1.5匹,京东
【德邦配送】樱花（CHEBLO）大1P 1.5匹冷暖壁挂机式 家用冷暖静音空调（纯铜管） 大1.5匹冷暖KFRd-36GW/YHMK,cheblo空调旗舰店,11330803380,3360.00,1869.00,1800,85,1500,80,100,外观大气 品质有保障 特别快 态度好,CHEBLO 【德邦配送】樱花（CHEBLO）大1P 1.5匹冷暖壁挂机式 家用冷暖静音空调（纯铜管） 大1.5匹冷暖KFRd-36GW/YHMK 11330803380 cheblo空调旗舰店 10.0kg 定频 冷暖空调 白色有花纹 1匹 三级能效 10-15㎡ 壁挂式空调,樱花,定频,【德邦配送】樱花（CHEBLO）大1P 1.5匹冷暖壁挂机式 家用冷暖静音空调（纯铜管） 大1.5匹冷暖KFRd-36GW/YHMK,1匹,京东
大金 DAIKIN R系列康达气流  二级能效全变频冷暖挂壁式空调 FTXR272PC-N  金色 3匹,大金上海缘亿专卖店,10833619269,15000.00,10899.00,5,100,5,0,0,,大金（DAIKIN） 大金 DAIKIN R系列康达气流  二级能效全变频冷暖挂壁式空调 FTXR272PC-N  金色 3匹 10833619269 大金上海缘亿专卖店 70.0kg 变频 冷暖空调 全直流变频 金色 3匹 二级能效 30-40㎡ 壁挂式空调,大金,变频,大金 DAIKIN R系列康达气流  二级能效全变频冷暖挂壁式空调 FTXR272PC-N  金色 3匹,3匹,京东
大金 DAIKIN 2P 二级能效全直流变频冷暖挂壁空调 FTXG250NC-W 白色 2匹,大金上海缘亿专卖店,10799341976,9800.00,8890.00,6,83,5,0,1,,大金（DAIKIN） 大金 DAIKIN 2P 二级能效全直流变频冷暖挂壁空调 FTXG250NC-W 白色 2匹 10799341976 大金上海缘亿专卖店 40.0kg 变频 冷暖空调 全直流变频 白色 2匹 二级能效 20-30㎡ 壁挂式空调,大金,变频,大金 DAIKIN 2P 二级能效全直流变频冷暖挂壁空调 FTXG250NC-W 白色 2匹,2匹,京东
DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW236SC-W 白色 大1.5匹,大金上海缘亿专卖店,12097584064,7600.00,7200.00,1,100,1,0,0,品质有保障,大金（DAIKIN） DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW236SC-W 白色 大1.5匹 12097584064 大金上海缘亿专卖店 79.0kg 变频 冷暖空调 变频空调 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,大金,变频,DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW236SC-W 白色 大1.5匹,1.5匹,京东
大金DAIKIN E-max7 R系列康达气流  二级能效直流变频冷暖挂壁空调 FTXR236SC-W  白色 大1.5匹,大金上海缘亿专卖店,10787517021,6599.00,5990.00,10,75,9,1,2,,大金（DAIKIN） 大金DAIKIN E-max7 R系列康达气流  二级能效直流变频冷暖挂壁空调 FTXR236SC-W  白色 大1.5匹 10787517021 大金上海缘亿专卖店 40.0kg 变频 冷暖空调 全直流变频 金色 1.5匹 二级能效 20-30㎡ 壁挂式空调,大金,变频,大金DAIKIN E-max7 R系列康达气流  二级能效直流变频冷暖挂壁空调 FTXR236SC-W  白色 大1.5匹,1.5匹,京东
大金 DAIKIN R系列康达气流  一级能效全直流变频冷暖挂壁式空调 FTXR150RC-N 金色 2匹,大金上海缘亿专卖店,10834179548,11000.00,10590.00,2,100,2,0,0,,大金（DAIKIN） 大金 DAIKIN R系列康达气流  一级能效全直流变频冷暖挂壁式空调 FTXR150RC-N 金色 2匹 10834179548 大金上海缘亿专卖店 70.0kg 变频 冷暖空调 全直流变频 金色 2匹 一级能效 20-30㎡ 壁挂式空调,大金,变频,大金 DAIKIN R系列康达气流  一级能效全直流变频冷暖挂壁式空调 FTXR150RC-N 金色 2匹,2匹,京东
DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW136SC-W 白色 大1.5匹,大金上海缘亿专卖店,12097532227,7999.00,7990.00,1,100,1,0,0,,大金（DAIKIN） DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW136SC-W 白色 大1.5匹 12097532227 大金上海缘亿专卖店 37.0kg 变频 冷暖空调 全直流变频 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,大金,变频,DAIKIN 大金 E-MAX7 Plus系列 大1.5匹 壁挂式直流变频冷暖空调 FTXW136SC-W 白色 大1.5匹,1.5匹,京东
创维（Skyworth） 1.5P变频冷暖自清洁空调KFR-35GW/V1DA1A-1,创维品牌官方旗舰店,19213920026,5499.00,4999.00,0,100,0,0,0,,创维（Skyworth） 创维（Skyworth） 1.5P变频冷暖自清洁空调KFR-35GW/V1DA1A-1 19213920026 创维品牌官方旗舰店 34.0kg 变频 变频空调 冷暖空调 1.5匹 一级能效 15-20㎡ 壁挂式空调,创维,变频,创维（Skyworth） 1.5P变频冷暖自清洁空调KFR-35GW/V1DA1A-1,1.5匹,京东
创维（Skyworth） 大1匹变频冷暖自清洁空调 KFR-26GW/V1DA1A-1,创维品牌官方旗舰店,19210859400,4999.00,4599.00,0,100,0,0,0,,创维（Skyworth） 创维（Skyworth） 大1匹变频冷暖自清洁空调 KFR-26GW/V1DA1A-1 19210859400 创维品牌官方旗舰店 30.0kg 变频 变频空调 冷暖空调 1匹 一级能效 10-15㎡ 壁挂式空调,创维,变频,创维（Skyworth） 大1匹变频冷暖自清洁空调 KFR-26GW/V1DA1A-1,1匹,京东
海尔统帅（Leader）壁挂式变频空调 一级能效 节能静音 双智能操控系统 KFR-26GW/17HAA21ATU1,统帅蓝宝专卖店,16421827888,4299.00,3799.00,0,100,0,0,0,,统帅（Leader） 海尔统帅（Leader）壁挂式变频空调 一级能效 节能静音 双智能操控系统 KFR-26GW/17HAA21ATU1 16421827888 统帅蓝宝专卖店 10.7kg 变频 冷暖空调 变频空调 金色 1.5匹 一级能效 20-30㎡ 壁挂式空调,统帅,变频,海尔统帅（Leader）壁挂式变频空调 一级能效 节能静音 双智能操控系统 KFR-26GW/17HAA21ATU1,1.5匹,京东
统帅（Leader） 35GW13AXA21ATU1 1.5匹变频空调一级节能壁挂机空调 金色,统帅北京欧华思普专卖店,20057818942,4399.00,4099.00,0,100,0,0,0,,统帅（Leader） 统帅（Leader） 35GW13AXA21ATU1 1.5匹变频空调一级节能壁挂机空调 金色 20057818942 统帅北京欧华思普专卖店 14.0kg 中国大陆 变频 冷暖空调 0元安装，高能效空调，智能空调，变频空调，静音空调，自动清洁 金色 1.5匹 一级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader） 35GW13AXA21ATU1 1.5匹变频空调一级节能壁挂机空调 金色,1.5匹,京东
统帅（Leader）1.5匹冷暖智能变频空调挂机 二级能效 静音 手机WiFi APP控制 KFR-35GW/10KAA22ATU1(青蓝),统帅蓝宝专卖店,13729845329,4599.00,3299.00,3,100,3,0,0,,统帅（Leader） 统帅（Leader）1.5匹冷暖智能变频空调挂机 二级能效 静音 手机WiFi APP控制 KFR-35GW/10KAA22ATU1(青蓝) 13729845329 统帅蓝宝专卖店 56.0kg 中国大陆 变频 冷暖空调 变频空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader）1.5匹冷暖智能变频空调挂机 二级能效 静音 手机WiFi APP控制 KFR-35GW/10KAA22ATU1(青蓝),1.5匹,京东
统帅（Leader） KFR-35GW/13AXA21ATU1套机1.5P变频玫瑰金,统帅浙江安泰专卖店,19084300383,4099.00,4099.00,0,100,0,0,0,,统帅（Leader） 统帅（Leader） KFR-35GW/13AXA21ATU1套机1.5P变频玫瑰金  19084300383 统帅浙江安泰专卖店 10.5kg 变频 冷暖空调 变频空调 其他 1.5匹 一级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader） KFR-35GW/13AXA21ATU1套机1.5P变频玫瑰金,1.5匹,京东
海尔/统帅（Leader）1.5匹冷暖变频挂机静音自清洁 智能空调 壁挂式 手机APP控制 KFR-35GW/12ACB22ATU1(白色),统帅蓝宝专卖店,14538994381,5299.00,3599.00,1,100,1,0,0,,统帅（Leader） 海尔/统帅（Leader）1.5匹冷暖变频挂机静音自清洁 智能空调 壁挂式 手机APP控制 KFR-35GW/12ACB22ATU1(白色) 14538994381 统帅蓝宝专卖店 38.7kg 中国大陆 变频 冷暖空调 变频空调 金色 1.5匹 二级能效 10-15㎡ 壁挂式空调,统帅,变频,海尔/统帅（Leader）1.5匹冷暖变频挂机静音自清洁 智能空调 壁挂式 手机APP控制 KFR-35GW/12ACB22ATU1(白色),1.5匹,京东
【德邦配送】樱花（CHEBLO）正1匹 1.5匹单冷 定频 壁挂式机家用静音空调（纯铜管） 大1.5匹单冷 KF-36GW/YHMK,cheblo空调旗舰店,11391351385,3098.00,1749.00,3800,85,3200,100,400,特别快,CHEBLO 【德邦配送】樱花（CHEBLO）正1匹 1.5匹单冷 定频 壁挂式机家用静音空调（纯铜管） 大1.5匹单冷 KF-36GW/YHMK 11391351385 cheblo空调旗舰店 8.5kg 定频 单冷空调 静音空调 白色有花纹 1匹 三级能效 10㎡以下 壁挂式空调,樱花,定频,【德邦配送】樱花（CHEBLO）正1匹 1.5匹单冷 定频 壁挂式机家用静音空调（纯铜管） 大1.5匹单冷 KF-36GW/YHMK,1匹,京东
格兰仕 Galanz 1.5匹 壁挂式 变频 APF一级能效 普罗旺斯系列 WIFI智能空调KFR-35GW/RZdi5E-150(1),格兰仕空调旗舰店,3054013,6099.00,5999.00,1400,96,1400,20,30,外观大气 特别快 快递给力,格兰仕（Galanz） 格兰仕KFR-35GW/RZdi5E-150(1) 3054013 11.5kg 中国大陆 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 其他 1.5匹 一级能效 15-20㎡ 壁挂式空调,格兰仕,变频,格兰仕KFR-35GW/RZdi5E-150(1),1.5匹,京东
科龙（KELON） 科龙(Kelon) 2匹 KFR-50GW/EFQAA2(1P09),科龙官方旗舰店,10492038678,5299.00,4399.00,10,100,10,0,0,品质有保障,科龙（KELON） 科龙（KELON） 科龙(Kelon) 2匹 KFR-50GW/EFQAA2(1P09) 10492038678 科龙官方旗舰店 63.0kg 中国大陆 变频 冷暖空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,科龙,变频,科龙（KELON） 科龙(Kelon) 2匹 KFR-50GW/EFQAA2(1P09),2匹,京东
松下（Panasonic）E9KJ1,松下空调专卖店,10466010514,4999.00,3048.00,500,97,400,4,8,外观大气 信得过 特别快 态度好,松下（Panasonic） 松下（Panasonic）E9KJ1 10466010514 松下空调专卖店 10.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic）E9KJ1,1匹,京东
长虹（CHANGHONG） 1.5匹变频空调KFR-35GW/ZDKIZ(W1-H+A1,长虹空调旗舰店,10808174761,3590.00,3490.00,20,93,20,0,2,品质有保障,长虹（CHANGHONG） 长虹（CHANGHONG） 1.5匹变频空调KFR-35GW/ZDKIZ(W1-H+A1 10808174761 长虹空调旗舰店 10.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，全直流变频，自动清洁 白色有花纹 1.5匹 一级能效 15-20㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 1.5匹变频空调KFR-35GW/ZDKIZ(W1-H+A1,1.5匹,京东
长虹（CHANGHONG）一级能效超级静音 手机控制壁挂式 智能空调 大1匹 KFR-26GW/Q1N,长虹四川英发专卖店,12721747911,3690.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）一级能效超级静音 手机控制壁挂式 智能空调 大1匹 KFR-26GW/Q1N 12721747911 长虹四川英发专卖店 10.0kg 中国大陆 变频 冷暖空调 静音空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）一级能效超级静音 手机控制壁挂式 智能空调 大1匹 KFR-26GW/Q1N,1匹,京东
长虹（CHANGHONG）1.5匹一级节能变频空调壁挂式KFR-35GW/Q2F,长虹重庆龙泉专卖店,12741024159,5690.00,5190.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）1.5匹一级节能变频空调壁挂式KFR-35GW/Q2F 12741024159 长虹重庆龙泉专卖店 10.0kg 变频 冷暖空调 金色 1.5匹 一级能效 15-20㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）1.5匹一级节能变频空调壁挂式KFR-35GW/Q2F,1.5匹,京东
长虹（CHANGHONG） 变频一级能效 静音壁挂式空调 IY系列 KFR-35GW/ZDKIY(W3-M)+A1,长虹同望专卖店,17935329460,3490.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 变频一级能效 静音壁挂式空调 IY系列 KFR-35GW/ZDKIY(W3-M)+A1 17935329460 长虹同望专卖店 38.0kg 中国大陆 变频 冷暖空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 变频一级能效 静音壁挂式空调 IY系列 KFR-35GW/ZDKIY(W3-M)+A1,1匹,京东
长虹（CHANGHONG） 启客一级能效 壁挂式变频空调 智能WIFI  专利静音 正1.5匹KFR-35GW/Q1N,长虹空调旗舰店,13018997277,3999.00,3690.00,3,67,2,1,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 启客一级能效 壁挂式变频空调 智能WIFI  专利静音 正1.5匹KFR-35GW/Q1N 13018997277 长虹空调旗舰店 12.0kg 中国大陆 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 白色 1匹 一级能效 10-15㎡，15-20㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 启客一级能效 壁挂式变频空调 智能WIFI  专利静音 正1.5匹KFR-35GW/Q1N,1匹,京东
长虹（CHANGHONG） 正1匹变频空调KFR-26GW/ZDKIZ(W1-H)+A1,长虹空调旗舰店,10808057170,3390.00,3290.00,3,100,3,0,0,态度好,长虹（CHANGHONG） 长虹（CHANGHONG） 正1匹变频空调KFR-26GW/ZDKIZ(W1-H)+A1 10808057170 长虹空调旗舰店 10.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，全直流变频，自动清洁 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 正1匹变频空调KFR-26GW/ZDKIZ(W1-H)+A1,1匹,京东
长虹（CHANGHONG） 壁挂式 冷暖除湿 定速空调  白色 ID系列 1匹KFR-26GW/DHID(W1-J)+2,长虹同望专卖店,17821224383,1999.00,1649.00,1,100,1,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 壁挂式 冷暖除湿 定速空调  白色 ID系列 1匹KFR-26GW/DHID(W1-J)+2 17821224383 长虹同望专卖店 39.5kg 中国大陆 定频 冷暖空调 静音空调，自动清洁 白色 1匹 三级能效 10-15㎡ 壁挂式空调,长虹,定频,长虹（CHANGHONG） 壁挂式 冷暖除湿 定速空调  白色 ID系列 1匹KFR-26GW/DHID(W1-J)+2,1匹,京东
长虹（CHANGHONG）一级节能变频空调壁挂式Q2C 1匹KFR-26GW/Q2C,长虹重庆龙泉专卖店,12860120526,4390.00,3590.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）一级节能变频空调壁挂式Q2C 1匹KFR-26GW/Q2C 12860120526 长虹重庆龙泉专卖店 10.0kg 变频 冷暖空调 白色 1.5匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）一级节能变频空调壁挂式Q2C 1匹KFR-26GW/Q2C,1.5匹,京东
长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1,长虹同望专卖店,17932472404,3490.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1 17932472404 长虹同望专卖店 41.0kg 中国大陆 变频 冷暖空调 高能效空调，变频空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1,1匹,京东
长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A,长虹四川英发专卖店,12719038340,3499.00,3399.00,1,100,1,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A 12719038340 长虹四川英发专卖店 12.0kg 变频 冷暖空调 智能空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A,1匹,京东
长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N,长虹同望专卖店,17927895358,3790.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N 17927895358 长虹同望专卖店 41.0kg 中国大陆 变频 冷暖空调 变频空调，静音空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N,1匹,京东
长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1,长虹四川英发专卖店,12733831857,3490.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1 12733831857 长虹四川英发专卖店 10.0kg 中国大陆 变频 冷暖空调 全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1,1匹,京东
长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2,长虹四川英发专卖店,13289209166,2199.00,2099.00,10,92,10,0,1,外观大气,长虹（CHANGHONG） 长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2 13289209166 长虹四川英发专卖店 12.0kg 定频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,长虹,定频,长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2,1匹,京东
长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A,长虹四川英发专卖店,12719038340,3499.00,3399.00,1,100,1,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A 12719038340 长虹四川英发专卖店 12.0kg 变频 冷暖空调 智能空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）壁挂式 冷暖 语音播报 智能变频空调 金色 大1.5匹KFR-35GW/Q2A,1匹,京东
长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N,长虹同望专卖店,17927895358,3790.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N 17927895358 长虹同望专卖店 41.0kg 中国大陆 变频 冷暖空调 变频空调，静音空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 一级能效 壁挂式变频空调 智能静音 Q1N系列 大1匹 KFR-26GW/Q1N,1匹,京东
长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1,长虹四川英发专卖店,12733831857,3490.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1 12733831857 长虹四川英发专卖店 10.0kg 中国大陆 变频 冷暖空调 全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）一级能效 ECO+变频节能 曲美挂机 KFR-35GW/ZDKIZ(W1-H)+A1,1匹,京东
长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2,长虹四川英发专卖店,13289209166,2199.00,2099.00,10,92,10,0,1,外观大气,长虹（CHANGHONG） 长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2 13289209166 长虹四川英发专卖店 12.0kg 定频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,长虹,定频,长虹（CHANGHONG)快速冷暖 壁挂式    定速空调 大1.5匹  KFR-35GW/DIDW3+2,1匹,京东
申花（SHENHUA）正1匹定频 冷暖 壁挂式空调挂机KFRd-25GW/C7-1SH,申花空调旗舰店,11526120286,1899.00,1399.00,500,92,500,10,30,特别快,申花（SHENHUA） 申花（SHENHUA）正1匹定频 冷暖 壁挂式空调挂机KFRd-25GW/C7-1SH 11526120286 申花空调旗舰店 42.5kg 中国大陆 KFRd-25GW/C7-1SH 定频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,申花,定频,申花（SHENHUA）正1匹定频 冷暖 壁挂式空调挂机KFRd-25GW/C7-1SH,1匹,京东
申花（SHENHUA）正1匹定频 单冷 壁挂式空调挂机KF-25GW/C7-1SH,申花空调旗舰店,11525734337,1799.00,1299.00,700,93,700,10,30,特别快 外观大气,申花（SHENHUA） 申花（SHENHUA）正1匹定频 单冷 壁挂式空调挂机KF-25GW/C7-1SH 11525734337 申花空调旗舰店 31.0kg 中国大陆 定频 单冷空调 白色 小1匹 三级能效 10-15㎡ 壁挂式空调,申花,定频,申花（SHENHUA）正1匹定频 单冷 壁挂式空调挂机KF-25GW/C7-1SH,小1匹,京东
日立（HITACHI） RAS/C-12KVNY 大1.5匹壁挂式冷暖全直流变频空调 淡银白,日立空调旗舰店,10659721936,5899.00,4499.00,40,89,40,1,4,外观大气 特别快 信得过 品质有保障 性价比高 态度好,日立（HITACHI） 日立（HITACHI） RAS/C-12KVNY 大1.5匹壁挂式冷暖全直流变频空调 淡银白 10659721936 日立空调旗舰店 46.0kg 中国大陆 RAS/C-12JVNY 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） RAS/C-12KVNY 大1.5匹壁挂式冷暖全直流变频空调 淡银白,1.5匹,京东
日立(Hitachi)空调1.5匹壁挂式空调挂机变频二级能效RAS/C-12KVNY,日立华克斯专卖店,11466389668,5009.00,4499.00,6,100,6,0,0,,日立（HITACHI） 日立(Hitachi)空调1.5匹壁挂式空调挂机变频二级能效RAS/C-12KVNY 11466389668 日立华克斯专卖店 41.0kg 中国大陆 0100207d 变频 冷暖空调 合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,日立,变频,日立(Hitachi)空调1.5匹壁挂式空调挂机变频二级能效RAS/C-12KVNY,1.5匹,京东
日立（HITACHI） 大1.5匹壁挂式冷暖空调挂机全直流变频 RAS/C-12KVNY 淡银白,日立帅特隆专卖店,10203325189,5899.00,4499.00,50,96,50,1,1,外观大气 信得过 特别快,日立（HITACHI） 日立（HITACHI）RAS/C-12KVNY 10203325189 日立帅特隆专卖店 46.0kg 中国大陆 RAS/C-12KVNY 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 其他 1.5匹 二级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI）RAS/C-12KVNY,1.5匹,京东
日立（HITACHI） 大1.5匹 壁挂式冷暖节能全直流变频空调RAS/C-35FVY B爵金,日立空调旗舰店,10659749592,6899.00,4999.00,7,72,5,1,1,特别快,日立（HITACHI） 日立（HITACHI） 大1.5匹 壁挂式冷暖节能全直流变频空调RAS/C-35FVY B爵金 10659749592 日立空调旗舰店 45.0kg 中国大陆 RAS/C-35FVY/B 变频 冷暖空调 0元安装，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,日立,变频,日立（HITACHI） 大1.5匹 壁挂式冷暖节能全直流变频空调RAS/C-35FVY B爵金,1.5匹,京东
日立（HITACHI）空调1匹挂壁式空调挂机变频二级能效RAS/C-25FVY,日立华克斯专卖店,10642899879,5309.00,4699.00,2,100,2,0,0,,日立（HITACHI） 日立（HITACHI）空调1匹挂壁式空调挂机变频二级能效RAS/C-25FVY 10642899879 日立华克斯专卖店 10.5kg 中国大陆 0100205e 变频 冷暖空调 变频空调 其他 1匹 二级能效 10-15㎡ 壁挂式空调,日立,变频,日立（HITACHI）空调1匹挂壁式空调挂机变频二级能效RAS/C-25FVY,1匹,京东
日立（HITACHI） 壁挂式冷暖空调器挂机直流变频不锈钢防污滤网 淡银白 1匹 25MVZ,日立帅特隆专卖店,11409563421,7999.00,3850.00,10,100,10,0,0,,日立（HITACHI） 日立（HITACHI） 壁挂式冷暖空调器挂机直流变频不锈钢防污滤网 淡银白 1匹 25MVZ 11409563421 日立帅特隆专卖店 45.0kg 中国大陆 RAS/C-12MVZ 组合 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，自动清洁 其他 1.5匹 三级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 壁挂式冷暖空调器挂机直流变频不锈钢防污滤网 淡银白 1匹 25MVZ,1.5匹,京东
