评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
0,899,100,云购奢侈品专营店,0,0,西点直流变频遥控家用落地扇电风扇 白色,478,10571699582,,0,SEEDEN,"西点直流变频遥控家用落地扇电风扇 白色,10571699582, ,3.7kg,KF-5033,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,1599,100,多朗旗舰店,0,0,多朗电风扇喷雾壁挂扇商用雾化扇工业喷雾风机壁挂水冷冷气风扇 YTW-50-A  20寸,818,10597507765,,0,多朗,"多朗电风扇喷雾壁挂扇商用雾化扇工业喷雾风机壁挂水冷冷气风扇 YTW-50-A  20寸,10597507765, ,10.0kg,无定时,三档调节,正常风,3片,5级,遥控式,壁扇"
0,2088,100,多朗旗舰店,0,0,多朗喷雾落地扇22寸商用雾化喷雾风机电风扇 YTS-55-A  22寸,1079,10611952569,,0,多朗,"多朗喷雾落地扇22寸商用雾化喷雾风机电风扇 YTS-55-A  22寸,10611952569, ,14.0kg,无定时,二档调节,正常风,3片,5级,机械式,落地扇"
1,1599,100,多朗专卖店,0,0,多朗喷雾壁挂扇YTW-50-A16寸、18寸、20寸商用雾化喷雾风机壁挂水冷冷气风扇 YTW-45-A  18寸,798,10611967172,风很柔和 风扇不错 风力很大,1,多朗,"多朗喷雾壁挂扇YTW-50-A16寸、18寸、20寸商用雾化喷雾风机壁挂水冷冷气风扇 YTW-45-A  18寸,10611967172, ,10.0kg,无定时,二档调节,正常风,3片,5级,机械式,壁扇"
5,1099,100,格力TOSOT旗舰店,0,0,大松（TOSOT）FSTZ-2302Ag5(白+银) 电风扇 台扇 迷你风扇,699,10632320116,,5,大松（TOSOT）,"大松（TOSOT）FSTZ-2302Ag5(白+银) 电风扇 台扇 迷你风扇,10632320116, ,3.0kg,FSTZ-2302Ag5,无定时,四档调节,正常风,5片,1级,机械式,台扇"
5,499,80,盛世昌业专营店,0,1,TCL FS-40-AT1618RC 电风扇/炫彩五扇叶遥控落地扇,269,10633005263,,4,TCL,"TCL FS-40-AT1618RC 电风扇/炫彩五扇叶遥控落地扇,10633005263, ,7.16kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇，空气循环扇"
0,599,100,奥德尔生活电器旗舰店,0,0,奥德尔（odor）落地扇 家用遥控风扇 变频静音电风扇FS40-GY 黑色,299,10813995722,,0,奥德尔（odor）,"奥德尔（odor）落地扇 家用遥控风扇 变频静音电风扇FS40-GY 黑色,10813995722, ,5.2kg,中国大陆,FS40-GY,8小时以上,三档调节,正常风、自然风、睡眠风,6片,1级,遥控式,落地扇"
3,268,100,奥德尔生活电器旗舰店,0,0,奥德尔（odor)壁扇 家用静音宿舍室内电风扇FW40-A4S（16寸）,119,10814095317,风很柔和 风很柔和,3,奥德尔（odor）,"奥德尔（odor)壁扇 家用静音宿舍室内电风扇FW40-A4S（16寸）,10814095317, ,3.1kg,中国大陆,FW40-A4S,无定时,三档调节,正常风,5片,2级,机械式,壁扇"
1,999,100,格力鼎格专卖店,0,0,格力(GREE)FSZ-3008BBG7遥控家用静音节能落地扇立式客厅电风扇 可充电使用,999,10877911945,,1,格力（GREE）,"格力(GREE)FSZ-3008BBG7遥控家用静音节能落地扇立式客厅电风扇 可充电使用,10877911945, ,11.8kg,中国大陆,FSZ-3008BBG7,2-8小时,三档调节,正常风、自然风、睡眠风,7片及以上,3级,遥控式,落地扇"
0,599,100,盛世昌业专营店,0,0,TCL 工业扇/落地扇/商务扇/大风扇/电风扇/风扇,349,10975418687,,0,TCL,"TCL 工业扇/落地扇/商务扇/大风扇/电风扇/风扇,10975418687, ,14.6kg,无定时,三档调节,正常风,4片,3级,机械式,工业扇"
0,599,100,盛世昌业专营店,0,0,志高（CHIGO）FS-65C 电风扇/工业扇/落地扇/商务扇,399,10975481935,,0,志高（CHIGO）,"志高（CHIGO）FS-65C 电风扇/工业扇/落地扇/商务扇,10975481935, ,15.1kg,无定时,三档调节,正常风,4片,3级,机械式,工业扇"
1,299,100,泽林电器专营店,0,0,现代（HYUNDAI）HDL5001电风扇塔扇家用机械落地扇,199,11175813428,,1,现代（HYUNDAI）,"现代（HYUNDAI）HDL5001电风扇塔扇家用机械落地扇,11175813428, ,4.8kg,中国大陆,无定时,三档调节,正常风,无叶,2级,机械式,塔扇"
0,399,100,泽林电器专营店,0,0,现代（HYUNDAI）HDL5002R电风扇塔扇家用遥控定时落地扇 白色款,299,11175850185,,0,现代（HYUNDAI）,"现代（HYUNDAI）HDL5002R电风扇塔扇家用遥控定时落地扇 白色款,11175850185, ,4.8kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,2级,遥控式,塔扇"
1,399,100,韩恩奢侈品专营店,0,0,赛亿（Shinee) 遥控电风扇 落地扇 遥控可升降落地扇FS40-6A,199,11201860230,,1,赛亿（Shinee）,"赛亿（Shinee) 遥控电风扇 落地扇 遥控可升降落地扇FS40-6A,11201860230, ,5.8kg,中国大陆,FS40-6A-X,8小时以上,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇"
0,299,100,韩恩奢侈品专营店,0,0,赛亿 (Shinee) 电风扇 落地扇 宽网箍五扇叶定时机械升降 FS40-23,199,11201925248,,0,赛亿（Shinee）,"赛亿 (Shinee) 电风扇 落地扇 宽网箍五扇叶定时机械升降 FS40-23,11201925248, ,6.6kg,中国大陆, FS40-23,2小时以下,三档调节,正常风,5片,1级,机械式,台扇"
0,299,100,韩恩奢侈品专营店,0,0,赛亿 (Shinee)电风扇 落地扇 五扇叶定时机械升降FS40-6,198,11202006988,,0,赛亿（Shinee）,"赛亿 (Shinee)电风扇 落地扇 五扇叶定时机械升降FS40-6,11202006988, ,5.9kg,中国大陆,FS40-6-X,2小时以下,三档调节,正常风,5片,2级,机械式,台扇"
8,399,100,先创旗舰店,0,0,先创（XIANCHUANG）FU-75电风扇大/工业风扇/壁扇/牛角扇 650铝叶网罩68CM,279,11261072849,使用方便 噪音很小 风力很大 安全节能 远程遥控,8,先创（XIANCHUANG）,"先创（XIANCHUANG）FU-75电风扇大/工业风扇/壁扇/牛角扇 650铝叶网罩68CM,11261072849, ,12.0kg,中国大陆,无定时,三档调节,正常风,3片,1级,机械式,壁扇"
1,1999,100,松下文迪专卖店,0,0,松下（Panasonic）遥控台式电扇定时立式落地电风扇静音摇头扇 F-CM338C 白色,1699,11267381317,,1,松下电器（panasonic）,"松下（Panasonic）遥控台式电扇定时立式落地电风扇静音摇头扇 F-CM338C 白色,11267381317, ,4.5kg,F-CM338C,8小时以上,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇"
5,129,100,盛世昌业专营店,0,0,奥克斯（AUX）FO-18A7 电风扇/USB风扇/台扇/夹扇/,55,11285876343,广角送风 广角送风,5,奥克斯（AUX）,"奥克斯（AUX）FO-18A7 电风扇/USB风扇/台扇/夹扇/,11285876343, ,0.68kg,无定时,二档调节,正常风,4片,1级,机械式,台扇"
200,1580,100,欧麦斯旗舰店,0,0,欧麦斯Air-T2无叶风扇落地式静音电风扇/塔扇 月光白,980,11286683893,电机好 广角送风 安全节能 风很柔和 造型美观 噪音很小 风力很大 底座很稳 适合宝宝 扇网坚固 质量不错 使用方便 质量不错 安装方便 造型美观 适合宝宝 噪音很小 安全节能 噪音很小 颜色漂亮 广角送风 底座很稳 造型美观 安全节能 远程遥控 造型美观 底座很稳 造型美观 安全节能 噪音很小 电机好 广角送风 颜色漂亮 广角送风 适合宝宝 安全节能 电机好 适合宝宝 底座很稳 安全节能,200,欧麦斯（OUMAISI）,"欧麦斯Air-T2无叶风扇落地式静音电风扇/塔扇 月光白,11286683893, ,4.0kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇，塔扇，台扇"
10,239,82,美的空调聚程美佛山专卖店,1,1,美的（Midea）FS40-11L1落地扇立式风扇机械式静音家用电扇 白色,189,11300073854,,9,美的（Midea）,"美的（Midea）FS40-11L1落地扇立式风扇机械式静音家用电扇 白色,11300073854, ,5.6kg,中国大陆,FS40-11L1,无定时,三档调节,正常风、自然风,3片,1级,机械式,落地扇"
0,399,100,韩恩奢侈品专营店,0,0,赛亿KYTS30-6电风扇定时升降转页扇家用落地扇鸿运扇办公礼品 遥控,299,11303175163,,0,赛亿（Shinee）,"赛亿KYTS30-6电风扇定时升降转页扇家用落地扇鸿运扇办公礼品 遥控,11303175163, ,3.5kg,赛亿KYTS30-6,2小时以下,四档调节,正常风,5片,2级,机械式,转页扇"
0,699,100,佳韵奢侈品专营店,0,0,西点直流风扇 变频智能家用遥控落地扇空气循环扇电风扇 白色,399,11315827095,,0,GIG,"西点直流风扇 变频智能家用遥控落地扇空气循环扇电风扇 白色,11315827095, ,3.3kg,KF-5051,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,999,100,佳韵奢侈品专营店,0,0,西点直流风扇 变频遥控家用落地扇空气循环扇电风扇 白色,499,11315853729,,0,GIG,"西点直流风扇 变频遥控家用落地扇空气循环扇电风扇 白色,11315853729, ,3.7kg,KF-5033,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,1299,100,佳韵奢侈品专营店,0,0,西点直流风扇变频遥控智能落地扇空气循环能电风扇 白色,489,11315912506,,0,GIG,"西点直流风扇变频遥控智能落地扇空气循环能电风扇 白色,11315912506, ,3.3kg,KF-5032,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,899,100,佳韵奢侈品专营店,0,0,西点直流风扇变频智能遥控空气循环扇电风扇空气净化静音节能 白黑色,499,11315922932,,0,GIG,"西点直流风扇变频智能遥控空气循环扇电风扇空气净化静音节能 白黑色,11315922932, ,2.1kg,KF-5060,2-8小时,五档以上,正常风,3片,1级,遥控式,空气循环扇"
0,899,100,嘉古礼品专营店,0,0,西点 直流变频遥控智能落地扇节能电风扇 白色,479,11315989076,,0,SEEDEN,"西点 直流变频遥控智能落地扇节能电风扇 白色,11315989076, ,3.3kg,KF-5032,2-8小时,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇"
0,899,100,嘉古礼品专营店,0,0,西点 直流变频遥控家用落地扇电风扇 白色,488,11316000983,,0,SEEDEN,"西点 直流变频遥控家用落地扇电风扇 白色,11316000983, ,3.7kg,KF-5033,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,899,100,嘉古礼品专营店,0,0,西点 直流变频家用智能遥控落地扇电风扇 白色,458,11316018237,,0,SEEDEN,"西点 直流变频家用智能遥控落地扇电风扇 白色,11316018237, ,3.3kg,KF-5035,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,699,100,嘉古礼品专营店,0,0,西点 直流变频智能家用遥控落地扇电风扇 白色,388,11316060853,,0,SEEDEN,"西点 直流变频智能家用遥控落地扇电风扇 白色,11316060853, ,3.3kg,KF-5051,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,899,100,嘉古礼品专营店,0,0,西点 直流变频智能遥控空气循环扇电风扇空气净化静音节能 白黑,499,11316080185,,0,SEEDEN,"西点 直流变频智能遥控空气循环扇电风扇空气净化静音节能 白黑,11316080185, ,2.3kg,KF-5060,2-8小时,五档以上,正常风,3片,1级,遥控式,空气循环扇"
3,999,100,韩恩奢侈品专营店,0,0,凉师傅无叶风扇静音两用电取暖器暖风机冷暖立式遥控家用速热节能8A 白加银,749,11340425182,遥控方便 使用方便 风扇不错 遥控方便 使用方便 风扇不错,3,凉师傅（liangshifu）,"凉师傅无叶风扇静音两用电取暖器暖风机冷暖立式遥控家用速热节能8A 白加银,11340425182, ,5.0kg,8小时以上,三档调节,正常风,无叶,2级,遥控式,落地扇"
0,800,100,云购奢侈品专营店,0,0,电风扇家用落地扇摇头16寸风扇学生宿舍定时风扇 黑色,588,11340861439,,0,博森（BOSEN）,"电风扇家用落地扇摇头16寸风扇学生宿舍定时风扇 黑色,11340861439, ,5.0kg,中国大陆,KF-40LY02	,2-8小时,三档调节,正常风、自然风,5片,1级,遥控式,落地扇"
0,666,100,云购奢侈品专营店,0,0,电风扇家用鸿运扇学生宿舍风扇立式转页扇孕婴静音电扇台式转页扇 灰色,328,11341135663,,0,博森（BOSEN）,"电风扇家用鸿运扇学生宿舍风扇立式转页扇孕婴静音电扇台式转页扇 灰色,11341135663, ,1.6kg,中国大陆,2小时以下,三档调节,正常风,5片,1级,机械式,转页扇"
0,1799,100,SEGI生活电器旗舰店,0,0,世纪（SEGI） FM-CE 贯流风幕机/风帘机/超市/商场/宾馆/停车场/气风机 FM-CE15,649,11348858849,,0,SEGI,"世纪（SEGI） FM-CE 贯流风幕机/风帘机/超市/商场/宾馆/停车场/气风机 FM-CE15,11348858849, ,9.0kg,无定时,无极变速,正常风,无叶,3级,机械式,工业扇"
0,1799,100,SEGI生活电器旗舰店,0,0,世纪SEGI FM-CER  贯流风幕机 风门 风帘机 声音轻 大风量 遥控型商场超市 遥控100CM,479,11349314395,,0,SEGI,"世纪SEGI FM-CER  贯流风幕机 风门 风帘机 声音轻 大风量 遥控型商场超市 遥控100CM,11349314395, ,9.0kg,无定时,无极变速,正常风、自然风,无叶,3级,遥控式,工业扇"
1,999,100,SEGI生活电器旗舰店,0,0,世纪(segi) FM-CM 贯流风幕机 风帘机0.9米1米1.2米1.5米1.8米2米 100CM,494,11349451567,,1,SEGI,"世纪(segi) FM-CM 贯流风幕机 风帘机0.9米1米1.2米1.5米1.8米2米 100CM,11349451567, ,10.0kg,无定时,无极变速,正常风、自然风,无叶,3级,机械式,工业扇"
0,1560,100,云购奢侈品专营店,0,0,西点直流变频遥控家用冷风扇雾化扇落地扇电风扇出口节能省电 白色,978,11354732638,,0,SEEDEN,"西点直流变频遥控家用冷风扇雾化扇落地扇电风扇出口节能省电 白色,11354732638, ,6.0kg,中国大陆,KF-5080	,2-8小时,五档以上,正常风、自然风,3片,1级,遥控式,落地扇"
8,99,74,佳豪专营店,1,1,中联电风扇FD10-70 家用迷你静音 电扇 小风扇 学生儿童 蚊帐吊扇 风扇+4.5M延长线,46,11364446974,风扇不错 安装方便,6,中联（ZOLEE）,"中联电风扇FD10-70 家用迷你静音 电扇 小风扇 学生儿童 蚊帐吊扇 风扇+4.5M延长线,11364446974, ,0.6kg,FD10-70,无定时,二档调节,正常风,3片,1级,机械式,吊扇"
0,2299,100,SEGI生活电器旗舰店,0,0,世纪（segi）FM-CMH 遥控风幕机 超市商场/风帘机 加热/风幕机/热风 CMH15,1499,11373580532,,0,SEGI,"世纪（segi）FM-CMH 遥控风幕机 超市商场/风帘机 加热/风幕机/热风 CMH15,11373580532, ,16.0kg,无定时,无极变速,正常风,无叶,3级,遥控式,落地扇"
1,1599,100,佳韵奢侈品专营店,0,0,西点直流风扇遥控家用冷风扇雾化扇落地扇空气循环扇出口节能省电 黑色,999,11394825377,,1,GIG,"西点直流风扇遥控家用冷风扇雾化扇落地扇空气循环扇出口节能省电 黑色,11394825377, ,6.0kg,KF-5080	,2-8小时,五档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇"
1,1599,100,SEGI生活电器旗舰店,0,0,世纪SEGI FM-CMR 遥控型 贯流风幕机 风门 风帘机 声音轻节能 大风量 2.0米,1489,11401288098,,1,SEGI,"世纪SEGI FM-CMR 遥控型 贯流风幕机 风门 风帘机 声音轻节能 大风量 2.0米,11401288098, ,12.0kg,2小时以下,无极变速,正常风、自然风,无叶,3级,遥控式,吊扇"
0,1799,100,SEGI生活电器旗舰店,0,0,世纪（segi） FM-DA 遥控型 离心风幕机 风幕机 风门 风帘机声音轻节能大风量 1.8米,1299,11401410544,,0,SEGI,"世纪（segi） FM-DA 遥控型 离心风幕机 风幕机 风门 风帘机声音轻节能大风量 1.8米,11401410544, ,15.0kg,无定时,无极变速,正常风、自然风,无叶,3级,遥控式,空气循环扇"
1,129,0,吉星生活电器旗舰店,0,1,吉星FT-2台扇学生宿舍办公桌台式电风扇 白色,89,11476886288,,0,吉星,"吉星FT-2台扇学生宿舍办公桌台式电风扇 白色,11476886288, ,2.7kg,中国大陆,FT-2,2小时以下,三档调节,正常风、自然风、睡眠风,5片,1级,机械式,台扇"
0,298,100,吉星生活电器旗舰店,0,0,吉星16寸5型电风扇落地五叶遥控机械美人鱼系列家用静音风扇 蓝色,169,11487854308,,0,吉星,"吉星16寸5型电风扇落地五叶遥控机械美人鱼系列家用静音风扇 蓝色,11487854308, ,7.25kg,中国大陆,2-8小时,五档以上,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇"
1,55,100,桑普官方旗舰店,0,0,邮费链接 运费补充,50,11520418887,,1,桑普（Sampux）,"邮费链接 运费补充,11520418887, ,1.0kg,无定时,二档调节,正常风,无叶,1级,机械式,USB风扇"
4,699,75,奥克斯旗舰店,1,0,奥克斯（AUX）FW-65A  壁扇/电风扇/工业扇//商务扇/大风扇,389,11531465965,,3,奥克斯（AUX）,"奥克斯（AUX）FW-65A  壁扇/电风扇/工业扇//商务扇/大风扇,11531465965, ,9.9kg,无定时,三档调节,正常风,4片,无,机械式,工业扇，壁扇，空气循环扇"
0,499,100,嘉古礼品专营店,0,0,艾美特 电风扇转叶扇 台式扇静音迷你台扇鸿运扇小风扇循环扇 清新绿 10寸,208,11534374379,,0,好美特（HOMETOP）,"艾美特 电风扇转叶扇 台式扇静音迷你台扇鸿运扇小风扇循环扇 清新绿 10寸,11534374379, ,2.6kg,中国大陆,FBW32T2 L,2-8小时,四档调节,正常风,5片,1级,机械式,落地扇，转页扇，台扇，空气循环扇"
0,129,100,春笑电器专营店,0,0,小风扇手持迷你 便携台式USB风扇 小型随身可充电 兔子粉,29.9,11534683313,,0,乾越（qianyue）,"小风扇手持迷你 便携台式USB风扇 小型随身可充电 兔子粉,11534683313, ,50.00g,中国大陆,无定时,二档调节,正常风,3片,无,机械式,USB风扇"
0,1369,100,云购奢侈品专营店,0,0,艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 FT56R,699,11535852563,,0,GIG,"艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 FT56R,11535852563, ,2.86kg,中国大陆,FT56R,2-8小时,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇"
2,895,100,云购奢侈品专营店,0,0,艾美特 塔扇落地式电风扇无叶风扇静音摇头台扇遥控落地扇 白色,699,11535989398,质量一般,2,GIG,"艾美特 塔扇落地式电风扇无叶风扇静音摇头台扇遥控落地扇 白色,11535989398, ,3.6kg,中国大陆,FT41R,2-8小时,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇"
4,299,100,澳柯玛小家电旗舰店,0,0,澳柯玛电风扇落地扇家用FS-45N609宿舍办公18吋电扇定时静音学生风扇,159,11543752961,风力很大 安全节能 底座很稳 质量不错 安装方便 风扇不错 风力很大 风力很大 质量不错 安装方便 风扇不错 安全节能 底座很稳,4,澳柯玛（AUCMA）,"澳柯玛电风扇落地扇家用FS-45N609宿舍办公18吋电扇定时静音学生风扇,11543752961, ,8.6kg,中国大陆,2-8小时,四档调节,正常风,4片,2级,机械式,落地扇"
0,269,100,奥曼电器专营店,0,0,赛亿(Shinee)电风扇FS40-6五风叶定时摇头家用落地扇 草绿色,269,11544429322,,0,赛亿（Shinee）,"赛亿(Shinee)电风扇FS40-6五风叶定时摇头家用落地扇 草绿色,11544429322, ,2.5kg,中国大陆,FS40-6,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇"
5,999,100,爱家乐生活电器专卖店,0,0,爱家乐（AKIRA）AX100无叶风扇台式风扇空气循环家用 金色,599,11544771716,睡眠风不错 底座很稳 风扇不错 使用方便 睡眠风不错 底座很稳 风扇不错 使用方便,5,爱家乐（AKIRA）,"爱家乐（AKIRA）AX100无叶风扇台式风扇空气循环家用 金色,11544771716, ,3.5kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,无,遥控式,台扇，空气循环扇"
0,178,100,奥曼电器专营店,0,0,赛亿(Shinee)电风扇OEMKYT25-1台式转页扇落地鸿运风扇 蓝色扇叶,129,11545135448,,0,赛亿（Shinee）,"赛亿(Shinee)电风扇OEMKYT25-1台式转页扇落地鸿运风扇 蓝色扇叶,11545135448, ,1.8kg,中国大陆,KYT25-1,2-8小时,四档调节,正常风,5片,1级,机械式,转页扇"
0,128,100,奥曼电器专营店,0,0,赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇批发FB4-01 黑色,79,11545297145,,0,赛亿（Shinee）,"赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇批发FB4-01 黑色,11545297145, ,430.00g,中国大陆,FB4-01,无定时,二档调节,正常风,无叶,1级,机械式,USB风扇"
60,598,100,奥曼电器专营店,0,0,赛亿(Shinee)电风扇 智能遥控落地扇静音节能电风扇 黑色落地扇,225,11551878348,质量不错 安全节能 噪音很小 风扇不错 风力很大 远程遥控 安装方便 使用方便 遥控方便 造型美观 噪音很小 造型美观 扇网坚固 远程遥控 风很柔和 安全节能 遥控方便 造型美观 质量不错 电机好 睡眠风不错 安全节能 颜色漂亮,60,赛亿（Shinee）,"赛亿(Shinee)电风扇 智能遥控落地扇静音节能电风扇 黑色落地扇,11551878348, ,4.8kg,KF-5032,8小时以上,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇"
0,499,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频智能遥控空气循环扇  空气净化静音节能电风扇 白色,499,11551915089,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频智能遥控空气循环扇  空气净化静音节能电风扇 白色,11551915089, ,2.1kg,KF-5060,2-8小时,五档以上,正常风,3片,1级,遥控式,空气循环扇"
0,399,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频智能电风扇 家用遥控落地扇电风扇 白色,399,11551944065,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频智能电风扇 家用遥控落地扇电风扇 白色,11551944065, ,3.3kg,KF-5051,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,499,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频遥控电风扇家用落地扇 白色,499,11551982187,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频遥控电风扇家用落地扇 白色,11551982187, ,3.7kg,KF-5033,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
2,999,100,祥阳电器专营店,0,0,祥阳电风扇台地扇KF-5051 智能遥控落地台式两用扇直流变频五片扇叶台立扇空气循环升降扇 350MM/14英寸,349,11552646947,,2,祥阳,"祥阳电风扇台地扇KF-5051 智能遥控落地台式两用扇直流变频五片扇叶台立扇空气循环升降扇 350MM/14英寸,11552646947, ,5.0kg,中国大陆,KF-5051,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,499,100,AEA电器旗舰店,0,0,AEA FS-40直流变频风扇家用落地扇五叶遥控电风扇 变频风扇,269,11587076954,,0,AEA,"AEA FS-40直流变频风扇家用落地扇五叶遥控电风扇 变频风扇,11587076954, ,6.0kg,2-8小时,无极变速,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇"
8,799,100,SEGI生活电器旗舰店,0,0,世纪(segi) FM-CM 0.9米贯流风幕机/ 空气幕/风帘机/风闸机/的风轮,459,11594729220,安装方便 电机好 安装方便 电机好,8,SEGI,"世纪(segi) FM-CM 0.9米贯流风幕机/ 空气幕/风帘机/风闸机/的风轮,11594729220, ,6.0kg,2小时以下,无极变速,正常风,无叶,3级,机械式,工业扇"
0,459,100,嘉古礼品专营店,0,0,水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,268,11596087898,,0,水田,"水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,11596087898, ,2.0kg,FSQ-MF06A-M1,无定时,三档调节,正常风,3片,3级,机械式,台扇"
4,699,75,奥克斯旗舰店,1,0,奥克斯（AUX）FW-65A  壁扇/电风扇/工业扇//商务扇/大风扇,389,11531465965,,3,奥克斯（AUX）,"奥克斯（AUX）FW-65A  壁扇/电风扇/工业扇//商务扇/大风扇,11531465965, ,9.9kg,无定时,三档调节,正常风,4片,无,机械式,工业扇，壁扇，空气循环扇"
0,499,100,嘉古礼品专营店,0,0,艾美特 电风扇转叶扇 台式扇静音迷你台扇鸿运扇小风扇循环扇 清新绿 10寸,208,11534374379,,0,好美特（HOMETOP）,"艾美特 电风扇转叶扇 台式扇静音迷你台扇鸿运扇小风扇循环扇 清新绿 10寸,11534374379, ,2.6kg,中国大陆,FBW32T2 L,2-8小时,四档调节,正常风,5片,1级,机械式,落地扇，转页扇，台扇，空气循环扇"
0,129,100,春笑电器专营店,0,0,小风扇手持迷你 便携台式USB风扇 小型随身可充电 kt猫粉,29.9,11534683312,,0,乾越（qianyue）,"小风扇手持迷你 便携台式USB风扇 小型随身可充电 kt猫粉,11534683312, ,50.00g,中国大陆,无定时,二档调节,正常风,3片,无,机械式,USB风扇"
0,1369,100,云购奢侈品专营店,0,0,艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 FT56R,699,11535852563,,0,GIG,"艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 FT56R,11535852563, ,2.86kg,中国大陆,FT56R,2-8小时,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇，塔扇"
2,895,100,云购奢侈品专营店,0,0,艾美特 塔扇落地式电风扇无叶风扇静音摇头台扇遥控落地扇 白色,699,11535989398,质量一般,2,GIG,"艾美特 塔扇落地式电风扇无叶风扇静音摇头台扇遥控落地扇 白色,11535989398, ,3.6kg,中国大陆,FT41R,2-8小时,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇"
4,299,100,澳柯玛小家电旗舰店,0,0,澳柯玛电风扇落地扇家用FS-45N609宿舍办公18吋电扇定时静音学生风扇,159,11543752961,风力很大 安全节能 底座很稳 质量不错 安装方便 风扇不错 风力很大 风力很大 质量不错 安装方便 风扇不错 安全节能 底座很稳,4,澳柯玛（AUCMA）,"澳柯玛电风扇落地扇家用FS-45N609宿舍办公18吋电扇定时静音学生风扇,11543752961, ,8.6kg,中国大陆,2-8小时,四档调节,正常风,4片,2级,机械式,落地扇"
0,269,100,奥曼电器专营店,0,0,赛亿(Shinee)电风扇FS40-6五风叶定时摇头家用落地扇 草绿色,269,11544429322,,0,赛亿（Shinee）,"赛亿(Shinee)电风扇FS40-6五风叶定时摇头家用落地扇 草绿色,11544429322, ,2.5kg,中国大陆,FS40-6,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇"
5,999,100,爱家乐生活电器专卖店,0,0,爱家乐（AKIRA）AX100无叶风扇台式风扇空气循环家用 金色,599,11544771716,睡眠风不错 底座很稳 风扇不错 使用方便 睡眠风不错 底座很稳 风扇不错 使用方便,5,爱家乐（AKIRA）,"爱家乐（AKIRA）AX100无叶风扇台式风扇空气循环家用 金色,11544771716, ,3.5kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,无,遥控式,台扇，空气循环扇"
0,128,100,奥曼电器专营店,0,0,赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇批发FB4-01 黑色,79,11545297145,,0,赛亿（Shinee）,"赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇批发FB4-01 黑色,11545297145, ,430.00g,中国大陆,FB4-01,无定时,二档调节,正常风,无叶,1级,机械式,USB风扇"
