p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
飞利浦（Philips）除螨吸尘器FC6230 家用手持式迷你床铺清洁 紫外线除螨虫机,宇航专营店,11343259044,1499.00,1299.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（Philips）除螨吸尘器FC6230 家用手持式迷你床铺清洁 紫外线除螨虫机,11343259044, ,2.0kg,沙发，床铺,除螨,除螨仪,其他,500W以下,其他",其他
飞利浦（PHILIPS）吸尘器 FC6142家用吸尘器手持式车载吸尘器无线充电式 FC6142,飞利浦金光佳美专卖店,11340407249,659.00,468.00,0,100,0,0,0,飞利浦,,"飞利浦（PHILIPS）吸尘器 FC6142家用吸尘器手持式车载吸尘器无线充电式 FC6142,11340407249, ,1.4kg,FC6142",none
飞利浦(PHILIPS)吸尘器FC9912/81家用无尘袋大功率吸尘器可水洗滤网(亮铜色),飞利浦澜盛专卖店,11338345409,4999.00,3399.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(PHILIPS)吸尘器FC9912/81家用无尘袋大功率吸尘器可水洗滤网(亮铜色),11338345409, ,6.2kg",none
飞利浦(PHILIPS)吸尘器FC8760/81家用无尘袋大功率,飞利浦慧商联专卖店,11333483884,1299.00,889.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦(PHILIPS)吸尘器FC8760/81家用无尘袋大功率,11333483884, ,5.5kg,中国大陆,FC8760,地板,立式/手持吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器 FC8134 家用卧式有尘袋可配除螨HEPA过滤网,飞利浦慧商联专卖店,11331340769,1999.00,1335.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC8134 家用卧式有尘袋可配除螨HEPA过滤网,11331340769, ,4.2kg,中国大陆,FC8134,地板，地毯,拖地功能，HEPA滤网（HEPA13及以上），除螨,卧式吸尘器,电源式（5米-10米）,1400w-1799w,其他",其他
飞利浦（Philips）吸尘器 FC8089 家用小型有尘袋1000瓦 大吸力,飞利浦慧商联专卖店,11331280667,1099.00,989.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC8089 家用小型有尘袋1000瓦 大吸力,11331280667, ,4.2kg,中国大陆,FC8089,地板,卧式吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
正益凯RC E600智能家用扫地机器人 超薄全自动扫拖一体机超静音 规划式路线  超强吸力 玫瑰金（RC E650 智能扫地机器人）,正益凯官方旗舰店,11330813648,1299.00,1099.00,3,100,3,0,0,正益凯（ZEK）,节能电机 刷头多样,"正益凯RC E600智能家用扫地机器人 超薄全自动扫拖一体机超静音 规划式路线  超强吸力 玫瑰金（RC E650 智能扫地机器人）,11330813648, ,4.0kg,地板，地毯，瓷砖，酒店,拖地功能，干湿两用,无线吸尘器,充电式（无线）,500W以下,其他",其他
飞利浦（Philips）吸尘器 FC8082 家用卧式迷你大功率吸尘机 有尘袋水洗滤网,飞利浦慧商联专卖店,11325748116,699.00,378.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC8082 家用卧式迷你大功率吸尘机 有尘袋水洗滤网,11325748116, ,4.2kg,中国大陆,FC8082,地板，地毯,卧式吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）吸尘袋 FC8021 适用于HR6999 FC8386 FC822,飞利浦德远专卖店,11325705322,139.00,78.00,3,100,3,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘袋 FC8021 适用于HR6999 FC8386 FC822,11325705322, ,200.00g,中国大陆,FC8021,地板,拖地功能,配件及其他,其他,500W以下,其他",其他
飞利浦（Philips）吸尘袋FC8021/06适用于HR6999 FC8386 FC82,飞利浦慧商联专卖店,11325700178,199.00,68.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘袋FC8021/06适用于HR6999 FC8386 FC82,11325700178, ,200.00g,中国大陆,FC8021,地板,配件及其他,其他,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器 FC9712/81 大吸力大功率静音除螨吸尘器可水洗无耗材,飞利浦慧商联专卖店,11325668817,2799.00,1999.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC9712/81 大吸力大功率静音除螨吸尘器可水洗无耗材,11325668817, ,1.0kg, FC9712,地板,除螨仪,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器 FC9710/81 第六代飓风离尘技术大功率无尘袋吸尘器,飞利浦慧商联专卖店,11325543576,1999.00,1498.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC9710/81 第六代飓风离尘技术大功率无尘袋吸尘器,11325543576, ,8.2kg, FC9710,地板,立式/手持吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）除螨仪FC6333/81家用手持多功能吸尘器 迷你 紫外线,飞利浦慧商联专卖店,11325324212,1999.00,1499.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）除螨仪FC6333/81家用手持多功能吸尘器 迷你 紫外线,11325324212, ,1.1kg,中国大陆,FC6333,地毯,立式/手持吸尘器,其他,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器FC8656/81桶式吸尘器干湿两用 大功率 大吸力 吸尘机,飞利浦慧商联专卖店,11325323447,1699.00,1499.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC8656/81桶式吸尘器干湿两用 大功率 大吸力 吸尘机,11325323447, ,5.2kg,中国大陆, FC8656,地板,桶式吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）除螨仪FC6333 家用手持多功能吸尘器迷你紫外线除螨虫吸尘机,飞利浦德远专卖店,11325323514,1999.00,1298.00,2,100,2,0,0,飞利浦（Philips）,外观漂亮 外观漂亮,"飞利浦（Philips）除螨仪FC6333 家用手持多功能吸尘器迷你紫外线除螨虫吸尘机,11325323514, ,1.1kg,中国大陆,FC6333,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,除螨仪,其他,1800w及以上,电动吸头，其他",电动吸头，其他
飞利浦（Philips）除螨仪 FC6232 家用除螨吸尘器 手持式紫外线螨虫清洁,飞利浦慧商联专卖店,11324770849,3199.00,1598.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）除螨仪 FC6232 家用除螨吸尘器 手持式紫外线螨虫清洁,11324770849, ,1.0kg,中国大陆,FC6232,地毯,除螨仪,充电式（无线）,500w-999w,其他",其他
飞利浦（Philips）吸尘器 FC6170 家用立式大功率无线充电式超静音扫地机吸尘机,飞利浦德远专卖店,11324634446,3599.00,2168.00,2,50,1,1,0,飞利浦（Philips）,充电太慢。,"飞利浦（Philips）吸尘器 FC6170 家用立式大功率无线充电式超静音扫地机吸尘机,11324634446, ,4.2kg,中国大陆,FC6170,地板,立式/手持吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头",地面吸头
飞利浦（Philips）吸尘器 FC5826 家用卧式大功率无尘袋 可水洗滤网,飞利浦慧商联专卖店,11324464709,1599.00,1098.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC5826 家用卧式大功率无尘袋 可水洗滤网,11324464709, ,4.2kg,中国大陆,FC5826,地板,卧式吸尘器,电源式（5米以下）,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器FC5823/81家用卧式无尘袋 除螨水洗滤网 大吸力,飞利浦慧商联专卖店,11324387393,1499.00,998.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC5823/81家用卧式无尘袋 除螨水洗滤网 大吸力,11324387393, ,4.2kg,中国大陆,FC5823,地板,卧式吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器FC5823家用卧式无尘袋 除螨水洗滤网大吸力 大功率吸尘机,飞利浦德远专卖店,11324393807,1499.00,999.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC5823家用卧式无尘袋 除螨水洗滤网大吸力 大功率吸尘机,11324393807, ,4.2kg,中国大陆,FC5823,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,除螨仪,其他,1000w-1399w,电动吸头，地面吸头，其他",电动吸头，地面吸头，其他
飞利浦（Philips）吸尘器 FC5122 家用卧式 大功率吸尘机 水洗滤网可水洗,飞利浦慧商联专卖店,11323398942,699.00,489.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC5122 家用卧式 大功率吸尘机 水洗滤网可水洗,11323398942, ,4.2kg,中国大陆,FC5122,地板,立式/手持吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
德尔玛（Deerma）CM400 紫外线除螨仪除螨机 手持吸尘器家用 白色,庄戈专营店,11319525825,999.00,279.00,10,100,10,0,0,德尔玛（Deerma）,,"德尔玛（Deerma）CM400 紫外线除螨仪除螨机 手持吸尘器家用 白色,11319525825, ,1.0kg,地板，地毯，沙发，床铺，汽车，酒店,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，旋风过滤，除螨,除螨仪,电源式（5米以下）,500W以下,床褥沙发吸头",床褥沙发吸头
飞利浦（Philips）吸尘器FC9710/81第六代飓风离尘技术大功率无尘袋吸尘器 家用,飞利浦德远专卖店,11318730410,1999.00,1599.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC9710/81第六代飓风离尘技术大功率无尘袋吸尘器 家用,11318730410, ,5.2kg,中国大陆, FC9710,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,无线吸尘器,其他,1000w-1399w,电动吸头",电动吸头
飞利浦（Philips）吸尘器FC8656/81桶式吸尘器干湿两用 大功率 大吸力 吸尘机,飞利浦德远专卖店,11318692318,1799.00,1529.00,1,0,0,1,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC8656/81桶式吸尘器干湿两用 大功率 大吸力 吸尘机,11318692318, ,5.2kg,中国大陆,FC8656,地板，地毯,桶式吸尘器,其他,1000w-1399w,电动吸头",电动吸头
飞利浦(Philips)家用吸尘器FC8517大功率 1400W无尘袋静音大吸力卧式吸尘器,飞利浦飞浦专卖店,11318494608,1599.00,1099.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦(Philips)家用吸尘器FC8517大功率 1400W无尘袋静音大吸力卧式吸尘器,11318494608, ,4.5kg,FC8517",none
飞利浦(Philips)家用吸尘器FC8516大功率 1400W无尘袋静音大吸力卧式吸尘器,飞利浦飞浦专卖店,11318462065,1299.00,848.00,2,100,2,0,0,飞利浦（Philips）,,"飞利浦(Philips)家用吸尘器FC8516大功率 1400W无尘袋静音大吸力卧式吸尘器,11318462065, ,4.5kg,FC8516",none
飞利浦（Philips）吸尘器 FC9712/81 大吸力大功率静音除螨吸尘器可水洗无耗材,飞利浦德远专卖店,11316371103,2699.00,1999.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC9712/81 大吸力大功率静音除螨吸尘器可水洗无耗材,11316371103, ,6.0kg,中国大陆, FC9712,地板，沙发,除螨仪,其他,500w-999w,电动吸头，地面吸头",电动吸头，地面吸头
Panasonic 松下吸尘器 MC-CL743 卧式真空家用吸尘器附除螨吸嘴,德尚专营店,11289270231,1499.00,1388.00,0,100,0,0,0,松下,,"Panasonic 松下吸尘器 MC-CL743 卧式真空家用吸尘器附除螨吸嘴,11289270231, ,5.0kg,地板，瓷砖,除螨,卧式吸尘器,其他,500w-999w,其他",其他
Panasonic 松下卧式吸尘器 MC-CL741 大吸力真空易清洁,德尚专营店,11289209608,999.00,899.00,0,100,0,0,0,松下,,"Panasonic 松下卧式吸尘器 MC-CL741 大吸力真空易清洁,11289209608, ,5.0kg,地板,水洗尘杯,卧式吸尘器,其他,500W以下,其他",其他
莱克（LEXY）吸尘器家用无线手持车用VC-SPD1005-1 金色,莱克电气专卖店,11282065414,1999.00,1599.00,10,100,10,0,0,莱克（LEXY）,吸尘器不错 小巧轻便 质量不错 外观漂亮 吸尘很干净 使用方便 噪音小 打扫干净 吸力很大 节能电机 使用方便 节能电机 小巧轻便 外观漂亮 吸力很大 外观漂亮 吸尘很干净 小巧轻便 质量不错 吸尘器不错 吸尘器不错 打扫干净 噪音小 小巧轻便 吸力很大 小巧轻便 质量不错 噪音小 质量不错 噪音小,"莱克（LEXY）吸尘器家用无线手持车用VC-SPD1005-1 金色,11282065414, ,5.0kg,中国大陆,地板，瓷砖,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,500W以下,其他",其他
飞利浦（philips）除螨仪FC6231 家用床铺清洁有效除螨 手持小型迷你吸尘机器,飞利浦盈通专卖店,11277492927,1349.00,1299.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（philips）除螨仪FC6231 家用床铺清洁有效除螨 手持小型迷你吸尘机器,11277492927, ,2.85kg,沙发，床铺,立式/手持吸尘器,其他,500w-999w,其他",其他
飞利浦(Philips)家用无线除螨仪吸尘器FC6331手持式紫外线杀菌机床铺除螨虫,飞利浦盈通专卖店,11277456266,1588.00,1199.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips)家用无线除螨仪吸尘器FC6331手持式紫外线杀菌机床铺除螨虫,11277456266, ,5.0kg,地毯，沙发，床铺,除螨仪,充电式（无线）,500W以下,床褥沙发吸头",床褥沙发吸头
伊莱克斯 Electrolux  吸尘器 ZUO9926 原装进口 家用 卧式真空 灰色,伊莱克斯小家电旗舰店,11276097959,6499.00,6499.00,1,100,1,0,0,伊莱克斯（Electrolux）,,"伊莱克斯 Electrolux  吸尘器 ZUO9926 原装进口 家用 卧式真空 灰色,11276097959, ,5.8kg,ZUO9926,地板，地毯，瓷砖，沙发,卧式吸尘器,电源式（5米-10米）,1800w及以上,电动吸头，地面吸头",电动吸头，地面吸头
飞利浦(Philips) 无尘袋吸尘器FC5830 家用大功率手持卧式吸尘器,飞利浦盈通专卖店,11265013249,1999.00,1299.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips) 无尘袋吸尘器FC5830 家用大功率手持卧式吸尘器,11265013249, ,6.8kg,地板,卧式吸尘器,电源式（5米以下）,1400w-1799w,地面吸头，缝隙吸头，其他",地面吸头，缝隙吸头，其他
飞利浦(Philips)吸尘器手持式吸尘器FC6166/81 家用车用立式手持无绳子母吸尘,飞利浦盈通专卖店,11264784865,1899.00,1699.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips)吸尘器手持式吸尘器FC6166/81 家用车用立式手持无绳子母吸尘,11264784865, ,3.2kg,其他,无线,手持式,干式,尘桶,46db-70db",none
飞利浦(Philips) 无尘袋吸尘器FC8473大功率易操作无耗材吸尘器,飞利浦盈通专卖店,11264803408,989.00,989.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips) 无尘袋吸尘器FC8473大功率易操作无耗材吸尘器,11264803408, ,5.0kg",none
志高ZG-X706A除螨仪家用床上紫外线强力除螨虫床铺吸尘器手持式除螨机 紫色,睿超电器专营店,13153614774,259.00,249.00,1,0,0,1,0,志高（CHIGO）,,"志高ZG-X706A除螨仪家用床上紫外线强力除螨虫床铺吸尘器手持式除螨机 紫色,13153614774, ,2.4kg,ZG-X706A,沙发，床铺,除螨仪,电源式（5米-10米）,500W以下,电动吸头",电动吸头
飞利浦(Philips) 吸尘器FC8083/81 水洗尘袋吸尘器 家用卧式小巧便携,飞利浦盈通专卖店,11264334019,459.00,399.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips) 吸尘器FC8083/81 水洗尘袋吸尘器 家用卧式小巧便携,11264334019, ,3.5kg,地板,水洗尘杯,卧式吸尘器,电源式（5米以下）,1000w-1399w,其他",其他
飞利浦（PHILIPS）蒸汽拖把FC7020/81 蒸汽杀菌 大面积适用 家用蒸汽拖把,飞利浦盈通专卖店,11264186182,1399.00,949.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）蒸汽拖把FC7020/81 蒸汽杀菌 大面积适用 家用蒸汽拖把,11264186182, ,4.83kg,地板，地毯,尘袋式,立式/手持吸尘器,其他,500W以下,其他",其他
"飞利浦(Philips) 无尘袋吸尘器FC8632/81超强吸力 , 超大清洁范围 ",飞利浦盈通专卖店,11264135960,1299.00,1099.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips) 无尘袋吸尘器FC8632/81超强吸力 , 超大清洁范围 ,11264135960, ,5.0kg,地板，地毯,卧式吸尘器,电源式（5米-10米）,1400w-1799w,其他",其他
飞利浦（Philips）吸尘器FC5828家用卧式吸尘机 无耗材 大功率迷你型可除螨大吸力,飞利浦盈通专卖店,11264123411,1699.00,1699.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（Philips）吸尘器FC5828家用卧式吸尘机 无耗材 大功率迷你型可除螨大吸力,11264123411, ,7.2kg",none
飞利浦（PHILIPS）家用车载吸尘器FC6142无绳手持吸尘器充电式干湿两用,飞利浦盈通专卖店,11264043129,498.00,458.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用车载吸尘器FC6142无绳手持吸尘器充电式干湿两用,11264043129, ,1.8kg",none
飞利浦（PHILIPS）吸尘器FC6130/01插电式手持式吸尘家用三重过滤 强力除尘除螨,飞利浦盈通专卖店,11263870370,359.00,349.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC6130/01插电式手持式吸尘家用三重过滤 强力除尘除螨,11263870370, ,3.0kg",none
飞利浦（Philips）除螨吸尘器FC6230 家用手持式迷你床铺清洁 紫外线除螨虫机,飞利浦盈通专卖店,11263814273,1399.00,1299.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（Philips）除螨吸尘器FC6230 家用手持式迷你床铺清洁 紫外线除螨虫机,11263814273, ,2.85kg,床铺,除螨,立式/手持吸尘器,电源式（5米以下）,500W以下,其他",其他
飞利浦（PHILIPS）家用无绳充电式吸尘器FC6168 无线无耗材尘桶式立式手持推杆型,飞利浦盈通专卖店,11263803217,2898.00,2499.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用无绳充电式吸尘器FC6168 无线无耗材尘桶式立式手持推杆型,11263803217, ,3.0kg",none
飞利浦（PHILIPS）吸尘器FC5823 家用吸尘器卧室无尘袋吸尘机大功率除螨吸尘器,飞利浦盈通专卖店,11263631470,949.00,939.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC5823 家用吸尘器卧室无尘袋吸尘机大功率除螨吸尘器,11263631470, ,6.0kg",none
飞利浦（PHILIPS）吸尘器 FC6152家用手持式车载吸尘器无线充电式大功率吸尘机 FC6152,飞利浦金光佳美专卖店,11280916504,599.00,299.00,0,100,0,0,0,飞利浦,,"飞利浦（PHILIPS）吸尘器 FC6152家用手持式车载吸尘器无线充电式大功率吸尘机 FC6152,11280916504, ,1.58kg,FC6152,沙发，汽车,无线吸尘器,充电式（无线）,500W以下,缝隙吸头，毛刷吸头",缝隙吸头，毛刷吸头
飞利浦（PHILIPS）吸尘器FC6152家用无线手持充电式吸尘机强力大功率小型静音车载,飞利浦盈通专卖店,11263570738,399.00,299.00,2,0,0,1,1,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC6152家用无线手持充电式吸尘机强力大功率小型静音车载,11263570738, ,2.0kg,地毯，沙发，床铺，汽车,水洗尘杯,无线吸尘器,充电式（无线）,500W以下,毛刷吸头",毛刷吸头
飞利浦（PHILIPS）家用吸尘器FC8082 卧式迷你强劲大功率吸尘机 有尘袋水洗滤网 ,飞利浦盈通专卖店,11262562367,398.00,349.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用吸尘器FC8082 卧式迷你强劲大功率吸尘机 有尘袋水洗滤网 ,11262562367, ,2.0kg,地板,卧式吸尘器,电源式（5米以下）,1000w-1399w,其他",其他
飞利浦（PHILIPS）扫地机器人FC8810 家用智能自动充电吸尘器拖地擦地机,飞利浦盈通专卖店,11262475401,1999.00,1399.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）扫地机器人FC8810 家用智能自动充电吸尘器拖地擦地机,11262475401, ,3.4kg,地板,吸拖一体,除螨仪,其他,500W以下,其他",其他
飞利浦（PHILIPS）吸尘器FC6400家用无线立式手持吸尘机大功率车用吸拖一体干湿两用,飞利浦盈通专卖店,11262432426,1999.00,1899.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC6400家用无线立式手持吸尘机大功率车用吸拖一体干湿两用,11262432426, ,8.0kg,地板,无线吸尘器,充电式（无线）,1400w-1799w,扁嘴吸头",扁嘴吸头
飞利浦（PHILIPS）吸尘器FC8085 家用迷你型吸尘器大功率1200W无耗材尘盒型,飞利浦盈通专卖店,11262158647,499.00,418.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC8085 家用迷你型吸尘器大功率1200W无耗材尘盒型,11262158647, ,3.1kg,地板,卧式吸尘器,其他,500W以下,其他",其他
飞利浦（Philips）家用吸尘器FC9712/81大吸力大功率静音除螨吸尘器可水洗无耗材,飞利浦盈通专卖店,11262113593,2599.00,1888.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（Philips）家用吸尘器FC9712/81大吸力大功率静音除螨吸尘器可水洗无耗材,11262113593, ,9.9kg,地板，地毯,卧式吸尘器,电源式（5米-10米）,1800w及以上,其他",其他
飞利浦（PHILIPS）吸尘器FC5128 家用可水洗滤网 尘袋式吸尘机大功率无耗材,飞利浦盈通专卖店,11261140361,549.00,459.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）吸尘器FC5128 家用可水洗滤网 尘袋式吸尘机大功率无耗材,11261140361, ,6.18kg,地板,卧式吸尘器,其他,500W以下,其他",其他
飞利浦(PHILIPS)吸尘器FC5835/81家用无尘袋大功率(金属紫),飞利浦盈通专卖店,11261112412,1399.00,1299.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(PHILIPS)吸尘器FC5835/81家用无尘袋大功率(金属紫),11261112412, ,7.5kg,地板,立式/手持吸尘器,其他,1000w-1399w,其他",其他
飞利浦(Philips)  吸尘器 FC5826/81 超大接触范围，清理想清洁效果,飞利浦盈通专卖店,11260970689,1198.00,999.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦(Philips)  吸尘器 FC5826/81 超大接触范围，清理想清洁效果,11260970689, ,6.7kg,其他,51-90㎡,尘桶,干式,卧式,46db-70db",none
飞利浦（PHILIPS）床铺除螨机 FC6232  家用除螨仪紫外线杀菌除螨机450瓦马达,飞利浦盈通专卖店,11260901438,2488.00,1588.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）床铺除螨机 FC6232  家用除螨仪紫外线杀菌除螨机450瓦马达,11260901438, ,6.0kg,地板,除螨仪,电源式（5米以下）,500W以下,其他",其他
飞利浦（Philips）吸尘器FC6162/81家用静音无线手持式 吸尘机强力大功率除螨,飞利浦盈通专卖店,11260416845,1259.00,1199.00,5,100,5,0,0,飞利浦（PHILIPS）,小巧轻便 小巧轻便,"飞利浦（Philips）吸尘器FC6162/81家用静音无线手持式 吸尘机强力大功率除螨,11260416845, ,2.9kg,地板，地毯,立式/手持吸尘器,充电式（无线）,500w-999w,地面吸头",地面吸头
龙的（longde）紫外线吸尘器除螨仪 家用手持吸尘器 两用NK-187 粉红色,龙的环境电器旗舰店,11258721357,399.00,298.00,0,100,0,0,0,龙的（longde）,,"龙的（longde）紫外线吸尘器除螨仪 家用手持吸尘器 两用NK-187 粉红色,11258721357, ,2.5kg,中国大陆,NK-187,地毯，沙发，床铺,除螨,除螨仪,电源式（5米以下）,500W以下,床褥沙发吸头，小吸头，其他",床褥沙发吸头，小吸头，其他
龙的（longde）车载吸尘器无线 家用车用充电 强力大功率吸尘机手持式NK-165B 红色,龙的环境电器旗舰店,11258683791,298.00,198.00,10,94,10,1,0,龙的（longde）,功率大 吸力很大 外观漂亮 功率大 吸力很大,"龙的（longde）车载吸尘器无线 家用车用充电 强力大功率吸尘机手持式NK-165B 红色,11258683791, ,4.2kg,中国大陆,NK-165B ,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,水洗尘杯,无线吸尘器,充电式（无线）,500W以下,扁嘴吸头，毛刷吸头",扁嘴吸头，毛刷吸头
洁霸BF503A吸尘器家用大功率超强吸力工业车间商用宾馆桶式大容量 橙色,白云官方旗舰店,11255295691,676.00,498.00,0,100,0,0,0,白云（BAIYUN）,,"洁霸BF503A吸尘器家用大功率超强吸力工业车间商用宾馆桶式大容量 橙色,11255295691, ,11.0kg,中国大陆,BF503A,地板，地毯,干湿两用,桶式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头",地面吸头
洁霸BF511吸尘器 小型迷你手持式超静音强力车用大功率家用10L 蓝色,白云官方旗舰店,11255187339,656.00,488.00,0,100,0,0,0,白云（BAIYUN）,,"洁霸BF511吸尘器 小型迷你手持式超静音强力车用大功率家用10L 蓝色,11255187339, ,10.0kg,中国大陆,BF511,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,吸拖一体,桶式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头",地面吸头
洁霸正品BF575B吸尘器 家用酒店洗车场30L干湿两用吸尘吸水机 红色,白云官方旗舰店,11255108123,716.00,498.00,1,100,1,0,0,白云（BAIYUN）,电源线够长 电源线够长,"洁霸正品BF575B吸尘器 家用酒店洗车场30L干湿两用吸尘吸水机 红色,11255108123, ,12.5kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，其他",地面吸头，其他
洁霸BF590大功率超静音强力手持式工业商用洗车吸尘吸水机 黄色,白云官方旗舰店,11254700884,2998.00,1550.00,0,100,0,0,0,白云（BAIYUN）,,"洁霸BF590大功率超静音强力手持式工业商用洗车吸尘吸水机 黄色,11254700884, ,31.5kg,中国大陆,BF590,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，其他",地面吸头，其他
飞利浦（PHILIPS）蒸汽拖把FC7020/81 蒸汽杀菌 大面积适用 家用蒸汽拖把,飞利浦慧商联专卖店,11253596018,1699.00,1198.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（PHILIPS）蒸汽拖把FC7020/81 蒸汽杀菌 大面积适用 家用蒸汽拖把,11253596018, ,5.0kg,中国大陆,FC7020/81,地板,拖地功能,配件及其他,电源式（5米-10米）,1000w-1399w,其他",其他
飞利浦（Philips）家用小巧卧式吸尘器FC5228/81可水洗滤网无尘袋 大功率 吸力,飞利浦慧商联专卖店,11253525506,899.00,699.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）家用小巧卧式吸尘器FC5228/81可水洗滤网无尘袋 大功率 吸力,11253525506, ,4.5kg,中国大陆,FC5228,厨房,卧式吸尘器,电源式（5米-10米）,500w-999w,其他",其他
飞利浦（PHILIPS）家用吸尘器FC5828/81卧式吸尘机 无耗材 大功率迷你型可除螨,飞利浦慧商联专卖店,11253529257,1598.00,1288.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（PHILIPS）家用吸尘器FC5828/81卧式吸尘机 无耗材 大功率迷你型可除螨,11253529257, ,4.5kg,中国大陆,FC5828,地板,卧式吸尘器,电源式（5米-10米）,1000w-1399w,其他",其他
