title,ask,answer,content,time_now,user,href
,,,这种薄的直下式有什么弊病么？毕竟LG的价格不高，而且我查了下同志们说的几款，都是顶配机。这以后会是发展方向？,2011-4-4 22:20,wky725,
,,,"不说SHARP那台试验性质浓厚的XS1（2厘米），三星那台大量上市的B8500也是2厘米左右，09年的机器了，当时LG还没开始采用这种技术呢,弊端是做得不好的话会感觉整个画面是横向一条一条的..........",2011-4-4 22:22,圣熊,
,,,"现场看过5500,,感觉跟正常的区别不大。。应该还没有画面横向一条一条",2011-4-4 22:24,wky725,
,,,5毛，拿去,2013-8-1 07:47,yk_hust,
,,,室温和外界温度差异不到一度 有意义吗? 有本事把空调温度设定为19度试试,2013-8-1 08:02,aotclotr,
,,,所谓1度完全是坑蒙拐骗，谁买谁上当。,2013-8-1 08:17,生活快乐,
,,,"LE5500？那台没有采用你提到的那种背光方式.........天朝的话目前LE8600和LX9500是,[,本帖最后由 圣熊 于 2011-4-4 22:29 编辑,]",2011-4-4 22:27,圣熊,
,,,5500这个可以是。。。le8600那个是炫薄full led,2011-4-4 22:34,wky725,
,,,今年的Full LED有很大的改进，背光LED更多，分区更多、加了一层纳米扩散膜使背光更均匀，不的不说LG在这方面技术上有很大的技术改进:loveliness:,2011-4-4 22:36,骑牛上北京,
,,,呵呵！！室内温度26度滴时候开空调“卧窝”滴有几个咯，况且实际上开机为晚上10:00，室外温度30度，按我国气候特点，估计到了下半晚室外温度会下降6-8度，温度也就22-24之间，几乎没温差，还开傻子空调啊，这几天到长沙试试！！！[s:97],2013-8-1 08:55,dw0425,
,,,最后一个测试笑死了，室内温度比室外温度还高，还开什么空调啊，开窗不要电[s:97],2013-8-1 09:11,wojiuaijd,
,,"原帖由,圣熊,于 2011-4-4 22:16 发表,事实是LG的广告确实在误导消费者，full led和直下式led在原理上基本是相同的.........别人有技术为啥不宣传？别人不想误导消费者而已，类似的例子还有，Sony在三星之前就推出了侧射LED机型，但是并没有像后来的三 ...","广告的东西有时是这样的，家家都有误导，只要不太出格，也无可厚非。,如果人家 Marketing 那帮人 都像你这种学院派 技术流的话，那就die hard（死硬）了。",2011-4-4 22:37,gzpatrick,
,,,LE5500真不是...........,2011-4-4 22:37,圣熊,
,,,你这测试可真丢人！,2013-8-1 09:47,JN-HAN,
,,,室外29.8度 还用开空调？？？？？？？？,2013-8-1 10:06,aiken99,
,,,纯粹骗人的，这段时间晚上打开空调室内温度显示29-30度，如果是顶楼还要高得多，室内26.1的温度是怎么来的？就是地下室也不止26.1度，如果是26.1度，还要开空调干嘛，我家的空调设定温度就设在26度，看电视时还要盖个毛巾被[s:68],2013-8-1 10:30,cyfcyf88,
,,"原帖由,gzpatrick,于 2011-4-4 22:37 发表,广告的东西有时是这样的，家家都有误导，只要不太出格，也无可厚非。,如果人家 Marketing 那帮人 都像你这种学院派 技术流的话，那就die hard（死硬）了。",我只是在解释为什么别的采用同类技术的牌子都没像LG这样大张旗鼓的宣传而已.........,2011-4-4 22:38,圣熊,
,,,27度都冷耶，可室外都在40多度左右呢{:soso_e160:},2013-8-1 10:49,疯丫头008,
美的集团整体上市将正式实施,"美的电器公告，美的集团换股吸收合并美的电器已获得证监会批复，公司表示将尽快推动换股吸收合并，相关事宜将进入实施阶段。,公司还公告了美的控股及7名自然人股东与美的集团签署盈利预测补偿协议，8名股东将就美的集团2013年可能未实现的利润差额进行现金补偿，对美的集团2013年盈利实现更有保障。,批文获得后，美的集团整体上市工作将进入实施阶段，公司表示将按照相关法规程序，推动美的电器退市和美的集团上市工作。,此次美的集团发行A股只用于换股，不募集资金。按照方案，美的集团A股发行价格为44.56元/股，美的电器换股价格为15.36元/股，换股比例为0.3447∶1，即1股美的电器股份可换取0.3447股美的集团股份。,据了解，公司从今年4月1日公告美的集团吸收合并美的电器方案到取得相关批复，总共历时4个月。在获得证监会批复前，美的吸收合并事项已获得商务部批复以及外经贸厅原则性批复。公告显示，4月23日，广东省外经贸厅出具了原则性批复，初步同意本次换股吸收合并。6月8日，商务部反垄断局出具了《不实施进一步审查通知》。,公司表示，换股完成后美的集团将实现整体上市，是美的进入职业经理人时代以来在产业经营、组织管控、公司治理和资本价值等方面最关键一步。小天鹅A同日发布公告，本次合并完成后，公司控股股东将由美的电器变更为美的集团，公司实际控制人未发生变化。http://www.haxiu.com/",,,2013-7-31 12:00,kmzhangsir,https://www.jdbbs.com/thread-4893211-1-1.html
低碳生活----美的空调,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2011-3-14 16:40,hj276645791,https://www.jdbbs.com/thread-2532980-1-1.html
看到国美的官方网站上满7999-800元，SONY的W800A折后7399，有图有真想,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2013-7-9 22:07,ZHANGXIAOJUN,https://www.jdbbs.com/thread-4881095-1-1.html
国美的夏普52LX710DA报17500返1000块劵,52FF1A报18600返500块劵，最后因为反光选了710，我是郑州的，大家觉得这价格如何？,,,2010-12-1 11:43,zjw_xx,https://www.jdbbs.com/thread-2453508-1-1.html
,,,木有货~要不早买了,2013-7-9 22:09,112840956,
,,,我等着国美60EX640来货呢。国庆要是还没货，那就买60R550了,2013-7-9 22:16,q0w122,
,,,618时候易迅也差不多这个价，比国美靠谱多了,2013-7-9 22:37,mustardman,
,,,贵就一个字,2010-12-1 11:48,ngh913,
,,,京东才14999，你觉得你买便宜了吗。,2010-12-13 04:44,别摸偶,
,,,果然价格一代比一代低,2013-7-10 06:53,gujiecmzx,
镜子电视就是一张完美的魔镜,"想不想让家中的镜子一改往常素面朝天的摸样呢？莱克斯瑞为普通的镜子赋予了另一种奇特的身份，为您塑造了一面神奇魔镜——镜面电视。镜面电视利用镜面技术将电视各类设备轻松地安装在玻璃后面，最终在您面前毫无痕迹地伪装成一面光滑的镜子。关闭电视，它回归成一面平滑光亮的镜子，镜子中的您或明眸皓齿，皎如秋月，或沉稳自信，气宇轩昂。是镜子还是电视？镜面电视和镜子的完美转身，一切由您决定。,getCAMAKUEA.jpg,(38.72 KB, 下载次数: 0),下载附件,2013-5-14 13:21 上传,“当窗理云鬓，对镜贴花黄”两句简单的小词，潜藏的那份唯美浪漫即刻散逸出来对镜贴花黄，梳妆镜象征着女人心底最深的秘密。仿佛一名神奇的魔术师，将高清的电视画面显示技术与玻璃镜子相结合，把高科技元素融入到日常生活经常接触的镜子中，解决了玻璃的反光性和透光性两种互为矛盾的物理性质，让镜子中电视画面显示部分保持高清绚丽，又能使电视关闭时完全隐藏，做到梳妆打扮和欣赏节目两不误，让你的生活充满惊喜与乐趣。,镜子电视就是一张完美的魔镜，当你开机的时候，丰富的电视节目尽情演绎；关机的时候，就是一张完美的整体镜面。超薄机身，丰富的功能，完美无瑕的镜面效果，绚烂清亮的电视透视率,……,镜面和电视功能合二为一的镜子，莱克斯瑞为普通的镜子赋予了另一种奇特的身份，为您塑造了一面神奇魔镜,——镜面电视,。将高清的电视画面显示技术与玻璃镜子相结合，把高科技元素融入到日常生活经常接触的镜子中，解决了玻璃的反光性和透光性两种互为矛盾的物理性质，让镜子中电视画面显示部分保持高清绚丽，又能使电视关闭时完全隐藏，做到梳妆打扮和欣赏节目两不误，让你的生活充满惊喜与乐趣。,将莱克斯瑞镜面电视成为精彩生活空间的一部分，让您智慧地享受生活吧！",,,2013-5-14 13:22,莱克斯瑞,https://www.jdbbs.com/thread-4772517-1-1.html
,,"原帖由,别摸偶,于 2010-12-13 04:44 发表,京东才14999，你觉得你买便宜了吗。",我说的是DA好不好！,2010-12-13 08:48,zjw_xx,
,,,平安夜准备出击,2010-12-15 22:06,蓝翎,
,,,"我觉得贵了,我11月底买了台46LX710DA是12500返500券再送了个三洋电子像框,52寸的要贵了5000觉得应该是多了,LZ再多逛逛",2010-12-15 22:10,qtk9599,
让我们精心打造一个完美的智能网络家庭吧！！！,"新一代液晶面板技术层出不穷，更节能更好画质的技术，要依靠新技术来提高，而不是天天瞎吹几台过时的老电视,光纤与ADSL已经普及了我们每一个家庭，而无线路由器在中国厂商的大力推广下，价格已经只有百元左右了，当网络接入家庭时，我们连接上无线路由器，就形成了一个智能的网络中心,而我们的家庭，通过智能电视，电脑，智能手机，平板电脑，可以完全打造一个非常舒适的幸福的网络世界，当我们的电视机内置的WIFI无线网接入时（当然也可以网线接入的），当我们的手机WIFI接入时，当我们的笔记本与平板电脑无线接入时，整个家庭，不断地在满足每一位成员的一个独立的网络智能世界，让我们的每一台带有视听屏幕的智能电器，都接入网络,畅想一下，当我们的儿子在用手机打游戏时，我们的女儿还可以在智能电视机上看无数的高清在线动画片，而男主人与女主人都可以互不干扰的使用着自己的电脑或者平板，而整个家庭的每一位成员，都能够独立的满足于自己最需要的最喜欢的，它们都可以独立的浏览网页，看视频，都可以QQ聊天，打游戏，这种家庭生活是多么让人畅想啊，我们的家庭里再也不会出现争一台电脑，争一部手机，争一部电视机的现象了,当女主人有喜欢的电视剧时，可以在智能电视上连续的欣赏，当女主人在做饭时，安装有可转角度的电视支架面向的厨房与餐厅，同样可以欣赏着她最喜欢的电视剧或者音乐高清节目,这种生活，你们想要吗？,要买就买智能电视吧，带有A9双核的CPU的安卓4.0系统，带给你前所未有的享受与方便，小巧的系统，对视频的完全优化，流畅的打开各种网络视频，要比电脑的效果更加迅捷和方便的，这个时间到了，我们何乐而不为呢？,国产的海信，创维，TCL，长虹，康佳在高端配置上都已经有具备了双核系统的安卓系统，这些机器都配备了强大的高端8.5代生产线的液晶面板，成本高昂但价格不高，国产厂商低利润带来的好处会让我们真正的享受到高科技带来的喜悦，新技术所带来的画质是前所未有的精细，是很多合资品追不上的，同学们，解放我们的头脑，开阔我们的思想，张开我们的双眼，让智能电视的大潮冲击我们的视野吧",,,2012-10-9 10:44,hyzmw,https://www.jdbbs.com/thread-4458257-1-1.html
,,,"FF1和710确实挺纠结的,最后我也是买的710,原因很简单 710样子好看 FF1难看的很...,画面什么的   我要求不高 觉得710可以满足我了...",2010-12-15 22:11,qtk9599,
LG 和北美的vizio很像,"画质都说得过去 挂在家里面子上也过得去 性价比比较高,可惜vizio不在大陆销售",,,2010-11-4 16:29,jijitv,https://www.jdbbs.com/thread-2431578-1-1.html
,,"A9双核成本在100大元左右，安卓这个开放系统成本更低啦,智能是要搞，画质也不能放，这是唯一的出路","本帖最后由 hyzmw 于 2012-10-9 11:47 编辑,呵呵，全世界只有从你这儿可以用一百元购一套完整的A9架构的1--1.2G的双核CPU，加上8GB的存储器，1GB的内存，还有整个系统的芯片主板，和内置的无线网卡和网口，然后再加上无数工程师设计出来并不断深层优化的适用于电视机及遥控器的安卓4.0系统",2012-10-9 10:51,hyzmw,
,,"恩，那就再回个帖以示正听,A9双核成本批发价也就100余元，8G存储，1G内存现在很值钱？就这些放在手机里 ...",我好奇怪，你说话素质这么差，骂人的话是会让人看不起的，也不配在我们这个论坛里混，版主为何没有踢你呢？呵呵，真的很鄙视你！！！,2012-10-9 11:01,hyzmw,
,,,高不高档不是全看品牌，直接看外观经典的就是高档的。,2010-11-4 16:31,passarella,
,,,楼主明明是松下粉，还到处讨论液晶干啥！,2010-11-4 17:22,枪手脑残,
,,,"等离子 液晶 一个都不能少,等我有了钱 等离子 液晶 激光电视机 OLED CRT全要买齐",2010-11-4 18:08,jijitv,
,,,。。。画质第一。。。画质都超不过合资，谈什么智能。,2012-10-9 11:04,qianlongcz,
,,呵呵，全世界只有从你这儿可以用一百元购一套完整的A91--1.2G的双核CPU，加上8GB的存储器，1GB的内存， ...,不说别的 你推荐的电视从开机到可以使用需要多长时间 说出来听听,2012-10-9 11:04,clark0816,
,,不说别的 你推荐的电视从开机到可以使用需要多长时间 说出来听听,"本帖最后由 hyzmw 于 2012-10-9 11:45 编辑,电视机厂家不同，开机时间不同，有的先启动电视机，然后通过遥控启动智能系统，有的先启动智能系统，再启动电视，但双核的智能电视机启动时间都非常快，三星的现在打造的是2秒启动智能系统，但在实际使用中，第一次启动智能需要5秒左右，以后都是两秒内启动，国内的在启动安卓后，也是在2秒内切入智能系统。,但这些系统，都远要比电脑启动的快的多，它们没有硬盘，都是具备与超极笔记本一样的芯片固态存储器的极速启动条件，加上安卓系统的小巧，不仅启动快，而且在接入视频时，速度要高于电脑接入视频。,安卓系统是一个可以深层打造的智能系统，而且GOOGLE公司对全球免费的，并公开源代码的操作系统，这个系统的产生，已经给手机带来了革命性的变化，把苹果打的步步后退，随着安卓的发展，将要给电视机的变革，也带来更深远的影响，感谢安卓系统的强大与免费，给植入电视机带来的无比殊荣！！！",2012-10-9 11:14,hyzmw,
,,,"………,有钱当然先买房子女人！,天天被一群女人包围！",2010-11-4 18:10,枪手脑残,
,,,"女人“买”来就不值钱了，好比山寨机，总之不可能享受到高端的境界的。,房子反正有2套 这辈子也买不起第三套了 家电说实话 还买不了多少钱 50寸以内最贵的液晶和等离子也不至于要3万元吧   当然啦 退市的先锋不算",2010-11-4 18:15,jijitv,
,,"原帖由,jijitv,于 2010-11-4 18:15 发表,50寸以内最贵的液晶和等离子也不至于要3万元吧   当然啦 退市的先锋 ...",退市的飞利浦42寸液晶要48000，比利时进口货,2010-11-4 19:49,日系电器,
,,,路过     进来看看,2012-10-9 11:16,jhtxyb,
,,,支持坦克，a9安卓硬件成本不高这是事实，看看山寨的价格就知道，英伟达的某移动硬件处理器3才不过60大洋。,2012-10-9 11:46,dmran,
,,,楼主说的挺好的。,2012-10-9 11:50,joy5210,
,,,vizio是台湾的吧，好像品牌没LG有名,2010-11-4 22:28,非常东方,
最完美的LCD  夏普X超晶屏+东芝或飞利浦芯片+200HZ扫描+日立的超薄,不知道有没有,,,2010-9-28 00:22,jijitv,https://www.jdbbs.com/thread-2401074-1-1.html
,,,"这个仅仅处于智能家庭的""细菌'状态.,引用'革命尚未成功，同志仍需努力.'",2012-10-9 12:27,AM0055,
,,,多给点鼓励，少一点冷嘲热讽，中国人就能和国际接轨了[s:97],2012-10-9 12:34,wdw360,
,,,lg有400hz了,2010-9-28 00:23,日系电器,
,,,lzyy∞,2010-9-28 00:24,日系电器,
4.18  X美的950到货了 明天安装 求验机教程。。,怎么看亮点 坏点  怎么看漏光？ 怎样才算是完美屏 本人小白一个 求各位大神赐教{:soso_e100:},,,2013-4-20 22:54,黑醉,https://www.jdbbs.com/thread-4699133-1-1.html
,,,[s:148],2010-9-28 00:25,河南,
,,,现在最薄的是不是三星的c9000？,2010-9-28 00:30,日系电器,
,,"原帖由,日系电器,于 2010-9-28 00:23 发表,lg有400hz了",LG的400HZ = 200HZ + 背光扫描..............,2010-9-28 01:14,圣熊,
,,,{:soso_e115:},2013-4-20 23:35,黑醉,
,,,"同问。,不过我已问了好久，没人回答。,感觉坛子里商业气息很浓。友情气息很差。真正烧友不多。",2013-4-21 00:02,enthuse_j,
,,,同问,2013-4-21 00:03,莪想妳不懂莪,
,,"原帖由,jijitv,于 2010-9-28 00:22 发表,不知道有没有",东芝和飞利浦N年前就不做电视芯片了,2010-9-28 01:59,xiaoshen,
,,,超薄立刻就可以扔了,2010-9-28 02:00,s.kircheis,
,,"原帖由,圣熊,于 2010-9-28 01:14 发表,LG的400HZ = 200HZ + 背光扫描..............","这么说的话夏普也算200/240hz了,120hz倍速+120hz极光倍速",2010-9-28 02:02,日系电器,
,,,我虽然没有机器，但是知道可以用pc接上，显示纯色图。 pc上可以下载检测显示器的软件。 sony 好像有专用的。 另外调试模式里面不知道有没有，可以让sony 专业人员来帮忙免费调试。,2013-4-21 00:09,nieao,
,,,同样请教！,2013-4-21 05:05,浪漫绅士,
,,,可参考我的帖子,2013-4-21 09:23,跄跄棍,
,,"原帖由,xiaoshen,于 2010-9-28 01:59 发表,东芝和飞利浦N年前就不做电视芯片了","东芝一直在做,而且很好",2010-9-28 12:22,squallashui,
,,,LZ要求太高了，这么多功能买回去有啥用,2010-9-28 12:28,larrycn,
,,,"接上电脑，用个360硬件大师，以前叫鲁大师吧。或者DisplayX。,950是局域控光的，要用4%的图片，而不能用全黑的图片。",2013-4-21 09:34,chncwk,
,,,4%什么图？,2013-4-21 09:42,enthuse_j,
,,,sony电视不自带一些3d视频、图片吗？,2013-4-21 09:43,enthuse_j,
,,,楼主的机子什么时候产的？我的也是20号到的。,2013-4-21 10:16,forth,
,,,"http://pan.baidu.com/share/link?shareid=416096&uk=1848342756,外包装的整洁度，内包装的整齐度，包装塑料薄膜是否平整，所有配件是否齐全,查看电视外观有无刮痕，屏幕是否洁净无手印等污物，各接缝处是否平整,进工程菜单看开机时间及次数以确保全新机（电源-屏显-5-音量减-电源）,用纯色图片查看有无坏点，全黑下查看漏光情况,接入视频信号，测试每个接入口通道是否正常，查看视频图像显示是否正常,检查遥控器各键是否正常,检查喇叭质量，声音开到70%以上，看是否有噪声，破声,电流声检查，接入有线信号，静音下靠近电视听是否有吱吱声,进入工程菜单方法,先打开电视机，调整到正常收看有线电视的状态。然后按照以下步骤操作：,顺序按遥控器按键 五下, 动作要连续,1   右上角绿色""电视电源""键,2    ""屏显""（圆弧右上角的小""屏显""字, 不是大的""屏显模式""）,3    数字 ""5"",4    音量减号 ""—"",5   同1 , 右上角绿色""电视电源""键,稍后， 显示工程菜单 (见贴中照片， 几排绿色字体),左下角最后一行 XXXXX   -   XXXXX    -    XXXXX,具体表示     开机时间     开机次数     待机时间,退出工程菜单：遥控器右上角绿色“电视电源”， 连按2次, 回到有线电视状态",2013-4-27 14:59,chilajiao,
,,,中间显示5，其他是0，表示什么,2013-4-27 15:57,1104797695,
,,"http://pan.baidu.com/share/link?shareid=416096&uk=1848342756,外包装的整洁度，内包装的整齐度，包装 ...",[s:20],2013-4-27 15:58,Scorpio,
想买950的注意了，国美的红券不能用于本单抵减，只能用于购买其他商品。,"除非你能把红券折现，否则最终付款额还是￥12148。,红券在你登录后点击“加入购物车”后可见。",,,2013-4-18 17:33,chncwk,https://www.jdbbs.com/thread-4696821-1-1.html
,,,比如我再买台42寸的可以用吗,2013-4-18 18:09,lucent0729,
,,比如我再买台42寸的可以用吗,可以。,2013-4-18 18:10,chncwk,
,,,那这个折扣很厉害啊 比如我再买一台42 HX650 等于4200-800-350节能补贴。。 才3050 无敌了,2013-4-18 18:56,lucent0729,
,,,LZ忘了把400补贴除掉吧？付款的时候400补贴还没给，最终付款额应该是12548.,2013-4-18 18:57,keanpan,
美的集团溢价70%合并美的电器 停牌8月今复牌,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2013-4-1 13:31,1544375596,https://www.jdbbs.com/thread-4672165-1-1.html
索尼今年的新货大量采用LG和奇美的面板?,800后缀的都是偏振式3D了。,,,2013-3-30 16:43,chncwk,https://www.jdbbs.com/thread-4671086-1-1.html
,,,活生生的退步了！,2013-3-30 17:46,Tstyle,
,,,"看2014年有没有进步, 2013年除了高端W900以上的，其他的就别太期望了。",2013-3-30 18:57,wxl193967,
,,,奇美高端屏不比三丧母差,2013-3-30 19:07,avexnet,
,,奇美高端屏不比三丧母差,"问题是中低端的都是偏振式3D, 这么搞得话，我之前买的3副 BR250 3D眼镜就没法使用了。,索尼现在搞得够黑！",2013-3-30 22:32,wxl193967,
,,,"看来hx950成了骚尼全高清机关门机了，以后要买超高清机了[s:30],X",2013-3-30 22:38,dw0425,
,,,w900也很好，就是只能流口水~！,2013-3-30 23:27,wxl193967,
更新...最美的女人....,"换了个压缩软件...,DSC01656.jpg,(75.68 KB, 下载次数: 6),下载附件,2013-3-9 21:20 上传,DSC01655.jpg,(119.14 KB, 下载次数: 6),下载附件,2013-3-9 21:20 上传,DSC01660.jpg,(74.24 KB, 下载次数: 6),下载附件,2013-3-9 21:20 上传,DSC01630.jpg,(58.76 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01625.jpg,(83.21 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01631.jpg,(111.46 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01629.jpg,(105.82 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01627.jpg,(109.14 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01624.jpg,(151.26 KB, 下载次数: 5),下载附件,2013-3-9 18:59 上传,DSC01636.jpg,(83.5 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01638.jpg,(107.99 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01641.jpg,(146.11 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01633.jpg,(118.29 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01632.jpg,(115.31 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01649.jpg,(81.3 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,DSC01643.jpg,(102.18 KB, 下载次数: 6),下载附件,2013-3-9 18:59 上传,美丽吧！{:soso_e129:}{:soso_e129:}{:soso_e129:}",,,2013-3-8 22:21,毛毛的爸爸,https://www.jdbbs.com/thread-4655778-1-1.html
,,,GY老师心目中最美的女人[s:20],2013-3-8 22:38,日系电器,
,,"人生中最美的女人：,小时候",好啊写得好是这是个理！[s:21][s:20][s:20][s:20],2013-3-9 22:51,毛毛的爸爸,
,,太崇拜GGYY勒！,GGYY呢，哪儿去了...[s:31],2013-3-9 13:15,毛毛的爸爸,
,,GY老师心目中最美的女人,那个比东海深也是,2013-3-9 18:11,xiaoshen,
,,,GY老师的梦中情人,2013-3-9 18:18,xiaoshen,
,,GY老师的梦中情人,哈哈哈....[s:97][s:97][s:97][s:97][s:97],2013-3-9 19:08,毛毛的爸爸,
,,,"人生中最美的女人：,小时候,最美女人是妈妈,含辛茹苦哺育我成长,长大后,最美女人是老婆,风雨相依陪伴我左右,后来啊,最美女人是闺女,聪明乖巧乐享我天伦,而现在,最美女人是儿媳,操持家务孕育我孙儿,[s:97][s:97][s:97]",2013-3-9 22:46,彩仙,
,,那个比东海深也是,"http://www.jd-bbs.com/thread-4655836-2-1.html,21楼[s:97]",2013-3-9 22:57,日系电器,
,,,[s:18]换了压缩软件效果明显没原来好了啊,2013-3-9 22:59,日系电器,
,,,"什么电视,楼主人把这些女人射的那么爽?",2013-3-9 23:01,yddy1,
,,换了压缩软件效果明显没原来好了啊,"换回来再看看呢，有变化吗....,DSC01655.JPG,(196.73 KB, 下载次数: 4),下载附件,2013-3-9 23:25 上传,DSC01660.JPG,(118.21 KB, 下载次数: 4),下载附件,2013-3-9 23:25 上传,DSC01643.JPG,(133.96 KB, 下载次数: 4),下载附件,2013-3-9 23:25 上传",2013-3-9 23:26,毛毛的爸爸,
,,"什么电视,楼主人把这些女人射的那么爽?","本帖最后由 huangjm0630 于 2013-3-9 23:39 编辑,昨晚上在战友家吃饭时射的哈，也是日立60x101C一起入滴...[s:97]",2013-3-9 23:32,毛毛的爸爸,
,,换了压缩软件效果明显没原来好了啊,眼睛构毒滴。比较过是要差些....[s:20],2013-3-9 23:38,毛毛的爸爸,
,,换回来再看看呢，有变化吗....,明显好些了,2013-3-10 00:20,日系电器,
,,昨晚上在战友家吃饭时射的哈，也是日立60x101C一起入滴...,你是党卫军的人吗[s:31],2013-3-10 00:27,xiaoshen,
,,你是党卫军的人吗,...哈，曾经是在西藏当大兵哈[s:20],2013-3-10 00:44,毛毛的爸爸,
,,...哈，曾经是在西藏当大兵哈,[s:21]，俺也在党卫军干过,2013-3-10 00:48,xiaoshen,
,,，俺也在党卫军干过{:soso_e129:},"本帖最后由 huangjm0630 于 2013-3-10 00:57 编辑,{:soso_e183:}参加过对越自卫返击战吧{:soso_e132:}{:soso_e129:}",2013-3-10 00:54,毛毛的爸爸,
,,参加过对越自卫返击战吧,你一定参加过对印自慰反鸡战吧[s:20],2013-3-10 00:59,xiaoshen,
,,你一定参加过对印自慰反鸡战吧,哈哈....那时还在幼儿园坐街沿勒:victory:,2013-3-10 01:07,毛毛的爸爸,
,,...哈，曾经是在西藏当大兵哈,和你比不了啊:loveliness:，俺干的几个单位都是在北京，其中最远的单位1个小时之内进市区,2013-3-10 01:08,xiaoshen,
,,和你比不了啊，俺干的几个单位都是在北京，其中最远的单位1个小时之内进市区,这能比吗，我好羡慕你在首都...就留守处都能1小时内到市区。不摆了哈！[s:20],2013-3-10 01:14,毛毛的爸爸,
,,这能比吗，我好羡慕你在首都...就留守处都能1小时内到市区。不摆了哈！,你那里什么情况，当年俺同学在二连浩特边境那边，在领导的带领下，遇到走私分子决不手软[s:17]，你应该懂得,2013-3-10 01:18,xiaoshen,
,,你不要说诺，还真有点埃及艳后的风范哦！,[s:41][s:41][s:41],2013-3-10 16:03,日系电器,
,,,作者被禁止或删除 内容自动屏蔽,2013-3-10 16:03,日系电器,
,,,作者被禁止或删除 内容自动屏蔽,2013-3-10 16:03,日系电器,
【迷茫】洗衣机什么牌子好？西门子、小天鹅、还是美的，求推荐。。。。。。。。,"现在的老百姓真难啊,新房买个家电都不省心,上网搜索，各种品牌都有人说不行,都有人说用多久就坏了什么的,洗衣机本来看好的西门子，结果有人说主板电路不行，容易坏，过个一两年就要换,小天鹅吧，一样有很多问题,不知道美的怎么样，有什么好推荐吗,空调基本选格力了，不敢在网上再看评论了，不然估计又会迷茫",,,2013-2-17 15:48,陈老湿,https://www.jdbbs.com/thread-4641926-1-1.html
,,,"还有买家电是买新出的机型好,还是买旧款的好？,旧款的经过时间考验，但是怕到手的是问题机,新出的是新的，但是没有经过时间检验,矛盾啊",2013-2-17 15:49,陈老湿,
,,,波轮选松下，滚筒选西门子或LG。,2013-2-17 15:49,chncwk,
,,,滚筒的话选西门子吧,2013-2-17 15:50,土霸王,
,,,我滚筒一直都是博世，很耐用，洗得也干净。比较信赖。当然和西门子其实是一回事。,2013-2-17 15:58,晒月亮的喵,
,,,波轮选松下和三洋。,2013-2-17 16:00,yyzi,
,,,98年的海尔滚筒【3650元】到现在了一直安好。,2013-2-17 16:43,liulitai,
电商某美的55索尼，忽悠人呢还是有啥技巧啊,"一直在看各大电商的价格，昨天发现，某美的价格不错哎，索尼55ex630,  7499-600-350，相当于6549。55hx750的价格也不错，但显示无货。,55ex630显示是有货的，填了一堆单子还有节能补贴单等，提交订单，却告知无货！坑啊！,然后继续刷，到昨晚过了12点，发现价格又下调了，惊人哎——55ex630,  7199-600-350，相当于6249。55hx750是8299-600-400。,下单，当然是无货。过了几分钟再刷，此价格已经没了。然后是稍前的价格，继续无货。但630的页面一直是显示有货。,请问，是某美忽悠人呢？还是确有这样的价格，只是数量有限，抢不到？有啥技巧呢？",,,2013-1-31 09:24,钟山麓,https://www.jdbbs.com/thread-4635931-1-1.html
,,,见怪不怪微笑飘过......,2013-1-31 09:36,高手本无名,
,,,学了一招，等高手出现……,2013-1-31 09:42,chocolat,
,,,[s:11]国美好多无货。。。,2013-1-31 09:47,tanyinhua,
,,,不但无货，还不送眼镜。,2013-1-31 10:32,lenovous,
,,,玩忽悠明显国美一直是高手啊！楼主好清纯哦！[s:14],2013-1-31 12:01,蒙特拉QI3,
,,,然后是稍前的价格，http://www.diaosw.com http://www.bzwkw.com继续无货。,2013-1-31 13:43,老朱头,
,,,我们家那的烧烤龙虾店在去年的欧洲杯期间，买了个40多寸的SONY的不知道啥型号的低端，我靠，花了多少钱？被人家忽悠了1万多，我当时说你可以买他的高端的55寸3D了，能把这彩电卖出的那才叫忽悠高手啊，除非是买的人里面有猫腻，毕竟很多人一听到SONY就觉得应该贵。,2013-1-31 16:51,pink,
,,,有电商说：有价无货都是耍流氓！,2013-1-31 19:32,生活快乐,
美的年终大促销,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2013-1-26 16:44,莆田红牌电器,https://www.jdbbs.com/thread-4633494-1-1.html
